date, pm25, pm10, o3, no2, so2, co
2023/6/6, 66, 27, 54, 8, 6, 4
2023/6/7, 64, 27, 39, 12, 4, 4
2023/6/8, 51, 29, 44, 14, 9, 6
2023/6/9, 56, 21, 43, 11, 3, 5
2023/6/10, 52, 28, 51, 10, 4, 6
2023/6/11, 54, 35, 47, 15, 5, 8
2023/6/12, 74, 41, 72, 17, 7, 6
2023/6/13, 77, 41, 99, 17, 6, 7
2023/6/14, 84, 32, 107, 12, 7, 7
2023/6/15, 66, 33, 103, 10, 9, 5
2023/6/16, 56, 47, 106, 9, 8, 6
2023/6/17, 82, 41, 93, 12, 7, 6
2023/6/18, 65, 45, 79, 12, 6, 6
2023/6/19, 87, 21, 43, 8, 2, 4
2023/6/20, 42, 20, 42, 11, 2, 4
2023/6/21, 54, 35, 80, 17, 2, 4
2023/6/22, 68, 24, 76, 12, 4, 6
2023/6/23, 56, 32, 87, 7, 7, 4
2023/6/24, 58, 25, 61, 7, 7, 4
2023/6/25, 53, 26, 71, 9, 2, 5
2023/6/26, 58, 39, 95, 7, 2, 7
2023/6/27, 79, 32, 76, 7, 7, 6
2023/6/28, 73, 30, 65, 10, 4, 6
2023/6/29, 97, 34, 75, 13, 4, 7
2023/6/30, 84, 29, 70, 10, 5, 6
2023/1/2, 66, 54, 17, 21, 15, 9
2023/1/3, 103, 85, 11, 26, 19, 15
2023/1/4, 158, 111, 12, 29, 25, 20
2023/1/5, 179, 113, 13, 28, 12, 16
2023/1/6, 191, 97, 8, 26, 9, 11
2023/1/7, 177, 90, 14, 25, 14, 15
2023/1/8, 144, 44, 20, 19, 8, 6
2023/1/9, 63, 68, 16, 24, 20, 13
2023/1/10, 133, 71, 21, 15, 8, 8
2023/1/11, 127, 52, 26, 7, 5, 6
2023/1/12, 100, 53, 25, 11, 4, 7
2023/1/13, 105, 43, 23, 2, 3, 4
2023/1/14, 53, 39, 17, 12, 9, 5
2023/1/15, 80, 53, 16, 18, 11, 8
2023/1/16, 106, 66, 16, 17, 12, 10
2023/1/17, 109, 82, 20, 14, 12, 8
2023/1/18, 119, 111, 19, 11, 8, 8
2023/1/19, 130, 56, 21, 3, 4, 4
2023/1/20, 59, 60, 22, 11, 11, 9
2023/1/21, 108, 144, 16, 8, 10, 9
2023/1/22, 222, 58, 20, 4, 4, 3
2023/1/23, 90, 44, 23, 6, 5, 3
2023/1/24, 59, 71, 21, 14, 14, 10
2023/1/25, 112, 58, 21, 11, 8, 5
2023/1/26, 97, 55, 21, 13, 10, 5
2023/1/27, 112, 53, 19, 15, 12, 7
2023/1/28, 101, 53, 20, 14, 8, 6
2023/1/29, 82, 43, 19, 19, 11, 7
2023/1/30, 90, 70, 20, 22, 12, 9
2023/1/31, 134, 73, 21, 11, 4, 4
2023/2/1, 82, 52, 21, 14, 9, 4
2023/2/2, 79, 78, 18, 24, 14, 12
2023/2/3, 160, 76, 23, 22, 11, 9
2023/2/4, 142, 81, 20, 19, 10, 10
2023/2/5, 150, 67, 23, 16, 8, 6
2023/2/6, 136, 62, 17, 21, 9, 8
2023/2/7, 119, 52, 24, 21, 8, 5
2023/2/8, 108, 92, 14, 29, 16, 12
2023/2/9, 172, 93, 20, 22, 8, 10
2023/2/10, 176, 120, 21, 25, 8, 13
2023/2/11, 201, 88, 21, 14, 4, 7
2023/2/12, 172, 41, 24, 16, 7, 5
2023/2/13, 83, 43, 24, 13, 5, 5
2023/2/14, 88, 36, 20, 14, 6, 5
2023/2/15, 85, 80, 24, 24, 16, 14
2023/2/16, 162, 100, 25, 20, 9, 11
2023/2/17, 190, 70, 23, 15, 5, 7
2023/2/18, 141, 49, 24, 12, 5, 6
2023/2/19, 86, 41, 25, 10, 4, 5
2023/2/20, 58, 42, 19, 15, 8, 6
2023/2/21, 82, 52, 23, 16, 11, 9
2023/2/22, 117, 54, 26, 17, 9, 7
2023/2/23, 122, 33, 26, 11, 4, 5
2023/2/24, 67, 39, 25, 17, 8, 6
2023/2/25, 92, 59, 26, 21, 16, 14
2023/2/26, 143, 104, 41, 16, 10, 9
2023/2/27, 162, 67, 30, 13, 6, 5
2023/2/28, 114, 54, 28, 13, 4, 3
2023/3/1, 69, 62, 26, 13, 8, 5
2023/3/2, 86, 69, 21, 27, 13, 9
2023/3/3, 138, 108, 42, 34, 16, 15
2023/3/4, 181, 95, 50, 19, 11, 9
2023/3/5, 173, 85, 44, 18, 10, 8
2023/3/6, 167, 79, 39, 20, 13, 9
2023/3/7, 160, 59, 31, 14, 4, 4
2023/3/8, 119, 85, 32, 24, 12, 10
2023/3/9, 161, 88, 50, 17, 9, 8
2023/3/10, 151, 84, 27, 7, 3, 3
2023/3/11, 72, 39, 27, 7, 4, 2
2023/3/12, 60, 52, 23, 17, 13, 7
2023/3/13, 85, 71, 34, 14, 8, 6
2023/3/14, 120, 67, 28, 7, 3, 2
2023/3/15, 63, 48, 31, 11, 6, 3
2023/3/16, 74, 59, 29, 19, 15, 8
2023/3/17, 123, 65, 33, 21, 16, 9
2023/3/18, 136, 81, 41, 20, 15, 11
2023/3/19, 155, 92, 48, 15, 12, 9
2023/3/20, 170, 78, 50, 13, 12, 7
2023/3/21, 160, 221, 40, 18, 7, 8
2023/3/22, 154, 195, 32, 9, 3, 4
2023/3/23, 111, 53, 30, 9, 4, 3
2023/3/24, 62, 52, 30, 18, 7, 8
2023/3/25, 100, 36, 35, 13, 5, 4
2023/3/26, 69, 68, 42, 23, 12, 10
2023/3/27, 144, 71, 48, 16, 15, 7
2023/3/28, 139, 91, 70, 14, 11, 8
2023/3/29, 157, 99, 65, 17, 8, 7
2023/3/30, 172, 99, 81, 22, 12, 12
2023/3/31, 172, 76, 73, 13, 12, 7
2022/10/1, 112, 44, 34, 12, 2, 6
2022/10/2, 81, 18, 20, 7, 1, 3
2022/10/3, 37, 13, 20, 7, 1, 2
2022/10/4, 24, 28, 25, 16, 2, 4
2022/10/5, 58, 41, 23, 19, 5, 6
2022/10/6, 82, 42, 25, 18, 7, 7
2022/10/7, 85, 50, 43, 16, 6, 7
2022/10/8, 94, 21, 31, 10, 1, 4
2022/10/9, 48, 11, 21, 13, 1, 4
2022/10/10, 36, 26, 22, 20, 2, 6
2022/10/11, 62, 53, 49, 16, 6, 10
2022/10/12, 113, 60, 60, 14, 8, 6
2022/10/13, 118, 76, 42, 23, 10, 11
2022/10/14, 141, 92, 61, 24, 8, 13
2022/10/15, 159, 21, 18, 11, 2, 3
2022/10/16, 28, 27, 16, 13, 2, 4
2022/10/17, 43, 29, 17, 15, 6, 4
2022/10/18, 58, 55, 33, 17, 10, 9
2022/10/19, 101, 71, 49, 14, 10, 8
2022/10/20, 143, 58, 46, 16, 5, 7
2022/10/21, 100, 30, 26, 15, 2, 4
2022/10/22, 51, 37, 22, 19, 7, 5
2022/10/23, 66, 53, 18, 23, 15, 8
2022/10/24, 111, 51, 34, 16, 8, 8
2022/10/25, 93, 47, 33, 14, 6, 6
2022/10/26, 78, 27, 19, 16, 2, 4
2022/10/27, 68, 36, 17, 18, 3, 4
2022/10/28, 82, 56, 12, 26, 8, 7
2022/10/29, 125, 92, 4, 36, 29, 22
2022/10/30, 174, 58, 18, 22, 11, 8
2022/10/31, 118, 23, 21, 16, 8, 3
2022/11/1, 46, 44, 12, 19, 18, 7
2022/11/2, 89, 26, 18, 13, 6, 3
2022/11/3, 53, 41, 16, 19, 13, 5
2022/11/4, 87, 48, 18, 23, 15, 8
2022/11/5, 106, 70, 29, 20, 13, 9
2022/11/6, 150, 42, 19, 23, 5, 7
2022/11/7, 95, 63, 23, 22, 19, 10
2022/11/8, 129, 73, 39, 16, 13, 8
2022/11/9, 151, 110, 29, 24, 7, 12
2022/11/10, 177, 56, 30, 16, 12, 8
2022/11/11, 105, 34, 20, 10, 4, 5
2022/11/12, 95, 28, 17, 14, 4, 5
2022/11/13, 87, 61, 12, 28, 16, 12
2022/11/14, 145, 68, 10, 27, 12, 14
2022/11/15, 150, 65, 16, 29, 14, 11
2022/11/16, 149, 81, 21, 24, 10, 8
2022/11/17, 148, 70, 11, 24, 7, 6
2022/11/18, 145, 61, 25, 20, 12, 6
2022/11/19, 141, 27, 11, 16, 5, 1
2022/11/20, 57, 28, 16, 15, 6, 2
2022/11/21, 67, 52, 7, 22, 12, 8
2022/11/22, 111, 88, 5, 27, 16, 15
2022/11/23, 165, 95, 18, 21, 11, 11
2022/11/24, 169, 66, 19, 13, 6, 5
2022/11/25, 102, 34, 22, 7, 4, 2
2022/11/26, 41, 47, 6, 18, 8, 8
2022/11/27, 96, 50, 11, 12, 3, 6
2022/11/28, 123, 46, 20, 3, 3, 3
2022/11/29, 46, 45, 21, 6, 7, 3
2022/11/30, 62, 30, 24, 9, 9, 2
2022/12/1, 51, 51, 16, 17, 13, 6
2022/12/2, 91, 38, 22, 10, 7, 3
2022/12/3, 62, 34, 21, 11, 10, 3
2022/12/4, 63, 56, 18, 21, 17, 8
2022/12/5, 112, 55, 19, 21, 16, 8
2022/12/6, 113, 48, 21, 22, 12, 7
2022/12/7, 85, 59, 14, 26, 16, 8
2022/12/8, 111, 57, 21, 23, 12, 7
2022/12/9, 111, 42, 20, 20, 9, 6
2022/12/10, 83, 59, 11, 27, 14, 7
2022/12/11, 115, 100, 22, 16, 9, 6
2022/12/12, 101, 83, 20, 10, 5, 3
2022/12/13, 60, 58, 20, 11, 10, 4
2022/12/14, 59, 48, 21, 14, 10, 6
2022/12/15, 72, 54, 16, 18, 12, 6
2022/12/16, 89, 36, 22, 9, 6, 4
2022/12/17, 61, 31, 21, 11, 10, 4
2022/12/18, 55, 60, 14, 22, 21, 10
2022/12/19, 133, 58, 21, 17, 16, 9
2022/12/20, 112, 50, 19, 12, 7, 5
2022/12/21, 102, 41, 18, 11, 7, 5
2022/12/22, 87, 33, 17, 11, 6, 4
2022/12/23, 62, 44, 15, 19, 10, 6
2022/12/24, 93, 69, 12, 23, 13, 10
2022/12/25, 147, 90, 10, 26, 15, 15
2022/12/26, 169, 89, 11, 22, 12, 14
2022/12/27, 155, 45, 17, 14, 9, 6
2022/12/28, 79, 58, 17, 21, 12, 9
2022/12/29, 123, 78, 11, 26, 17, 16
2022/12/30, 152, 62, 13, 22, 12, 11
2022/12/31, 126, 41, 18, 15, 10, 6
2023/1/1, 65, 39, 17, 15, 8, 6
2022/7/1, 58, 14, 25, 8, 6, 4
2022/7/2, 37, 24, 42, 7, 7, 3
2022/7/3, 58, 29, 25, 8, 8, 4
2022/7/4, 65, 40, 48, 8, 10, 5
2022/7/5, 85, 28, 17, 9, 3, 4
2022/7/6, 66, 18, 50, 12, 1, 3
2022/7/7, 35, 45, 88, 13, 5, 8
2022/7/8, 93, 45, 67, 10, 4, 7
2022/7/9, 98, 45, 51, 14, 4, 8
2022/7/10, 94, 43, 103, 16, 6, 6
2022/7/11, 87, 38, 54, 13, 4, 7
2022/7/12, 84, 21, 44, 9, 1, 5
2022/7/13, 54, 15, 49, 9, 2, 3
2022/7/14, 30, 15, 25, 11, 1, 4
2022/7/15, 36, 15, 27, 8, 1, 3
2022/7/16, 33, 15, 33, 9, 1, 2
2022/7/17, 37, 17, 34, 10, 1, 3
2022/7/18, 45, 15, 44, 12, 1, 3
2022/7/19, 39, 45, 54, 14, 8, 9
2022/7/20, 95, 35, 45, 13, 2, 6
2022/7/21, 78, 24, 44, 12, 1, 3
2022/7/22, 61, 31, 29, 13, 3, 7
2022/7/23, 67, 19, 45, 9, 2, 3
2022/7/24, 47, 38, 75, 10, 3, 6
2022/7/25, 85, 41, 74, 11, 5, 6
2022/7/26, 85, 46, 74, 12, 6, 6
2022/7/27, 96, 38, 42, 8, 2, 6
2022/7/28, 82, 14, 30, 8, 1, 5
2022/7/29, 44, 23, 30, 9, 3, 6
2022/7/30, 61, 40, 36, 11, 7, 6
2022/7/31, 62, 43, 50, 10, 3, 4
2022/8/1, 69, 48, 71, 17, 1, 5
2022/8/2, 99, 54, 79, 7, 2, 8
2022/8/3, 107, 50, 70, 7, 5, 5
2022/8/4, 99, 27, 46, 11, 4, 4
2022/8/5, 60, 34, 66, 12, 18, 7
2022/8/6, 75, 31, 31, 12, 9, 6
2022/8/7, 80, 18, 24, 9, 2, 2
2022/8/8, 33, 25, 43, 12, 5, 6
2022/8/9, 48, 26, 45, 10, 6, 6
2022/8/10, 54, 35, 51, 15, 4, 9
2022/8/11, 85, 44, 53, 13, 2, 8
2022/8/12, 101, 29, 53, 13, 2, 7
2022/8/13, 75, 36, 36, 13, 1, 8
2022/8/14, 85, 14, 17, 11, 1, 5
2022/8/15, 41, 17, 35, 12, 1, 4
2022/8/16, 44, 28, 53, 16, 4, 7
2022/8/17, 57, 29, 47, 8, 8, 6
2022/8/18, 68, 17, 33, 10, 1, 5
2022/8/19, 39, 27, 31, 15, 2, 5
2022/8/20, 44, 31, 55, 10, 10, 7
2022/8/21, 58, 21, 41, 11, 5, 5
2022/8/22, 50, 24, 19, 13, 1, 4
2022/8/23, 25, 26, 27, 16, 3, 5
2022/8/24, 44, 33, 31, 16, 8, 6
2022/8/25, 65, 34, 17, 18, 6, 6
2022/8/26, 57, 19, 22, 12, 1, 4
2022/8/27, 31, 33, 38, 15, 11, 8
2022/8/28, 60, 18, 22, 9, 10, 5
2022/8/29, 55, 25, 45, 19, 4, 7
2022/8/30, 59, 47, 59, 18, 6, 7
2022/8/31, 92, 18, 28, 10, 2, 2
2022/9/1, 30, 32, 37, 22, 4, 6
2022/9/2, 61, 37, 41, 18, 4, 6
2022/9/3, 75, 27, 31, 13, 6, 5
2022/9/4, 60, 26, 22, 12, 6, 5
2022/9/5, 44, 34, 20, 14, 8, 6
2022/9/6, 51, 38, 40, 14, 10, 5
2022/9/7, 56, 40, 65, 16, 12, 8
2022/9/8, 70, 54, 102, 26, 9, 10
2022/9/9, 105, 56, 43, 22, 9, 10
2022/9/10, 110, 43, 54, 15, 6, 7
2022/9/11, 80, 44, 59, 14, 9, 7
2022/9/12, 79, 45, 46, 17, 3, 7
2022/9/13, 86, 46, 19, 23, 2, 5
2022/9/14, 72, 23, 22, 12, 1, 4
2022/9/15, 59, 23, 9, 9, 1, 4
2022/9/16, 58, 23, 33, 10, 3, 4
2022/9/17, 52, 35, 26, 16, 4, 4
2022/9/18, 65, 28, 24, 11, 3, 2
2022/9/19, 30, 34, 24, 17, 4, 4
2022/9/20, 56, 42, 40, 14, 11, 7
2022/9/21, 73, 23, 37, 8, 4, 4
2022/9/22, 52, 17, 15, 10, 3, 2
2022/9/23, 45, 36, 24, 17, 6, 6
2022/9/24, 62, 43, 56, 12, 6, 6
2022/9/25, 52, 62, 89, 17, 7, 8
2022/9/26, 105, 60, 94, 17, 7, 9
2022/9/27, 113, 57, 95, 14, 11, 8
2022/9/28, 98, 54, 83, 11, 6, 7
2022/9/29, 100, 49, 78, 9, 6, 6
2022/9/30, 94, 62, 46, 14, 5, 7
2022/4/1, 70, 39, 41, 7, 8, 5
2022/4/2, 99, 65, 58, 9, 9, 8
2022/4/3, 149, 69, 70, 5, 5, 4
2022/4/4, 151, 52, 55, 4, 4, 4
2022/4/5, 90, 34, 41, 2, 3, 3
2022/4/6, 65, 45, 43, 6, 5, 5
2022/4/7, 100, 107, 82, 8, 8, 8
2022/4/8, 152, 79, 74, 6, 7, 8
2022/4/9, 151, 63, 76, 5, 7, 7
2022/4/10, 104, 57, 51, 5, 4, 5
2022/4/11, 94, 22, 40, 4, 2, 3
2022/4/12, 52, 30, 43, 7, 5, 6
2022/4/13, 78, 69, 49, 13, 5, 6
2022/4/14, 147, 52, 43, 9, 3, 5
2022/4/15, 117, 44, 43, 9, 7, 7
2022/4/16, 90, 59, 56, 12, 10, 9
2022/4/17, 131, 65, 45, 11, 5, 6
2022/4/18, 138, 75, 81, 11, 12, 9
2022/4/19, 152, 79, 85, 6, 7, 6
2022/4/20, 150, 64, 74, 6, 4, 6
2022/4/21, 123, 29, 43, 6, 3, 3
2022/4/22, 63, 57, 48, 8, 10, 6
2022/4/23, 81, 55, 49, 16, 5, 6
2022/4/24, 94, 64, 67, 10, 7, 8
2022/4/25, 110, 83, 37, 7, 3, 5
2022/4/26, 69, 52, 39, 9, 3, 3
2022/4/27, 66, 57, 35, 22, 6, 6
2022/4/28, 119, 60, 54, 14, 8, 6
2022/4/29, 129, 59, 33, 10, 4, 5
2022/4/30, 83, 56, 38, 12, 7, 7
2022/5/1, 102, 46, 46, 12, 4, 5
2022/5/2, 112, 68, 83, 8, 7, 7
2022/5/3, 111, 72, 78, 6, 7, 5
2022/5/4, 95, 85, 75, 6, 7, 6
2022/5/5, 113, 54, 41, 11, 3, 4
2022/5/6, 65, 30, 38, 11, 3, 5
2022/5/7, 48, 51, 49, 19, 7, 7
2022/5/8, 107, 41, 61, 10, 8, 7
2022/5/9, 97, 51, 48, 11, 9, 9
2022/5/10, 109, 29, 42, 7, 3, 4
2022/5/11, 70, 37, 35, 15, 8, 6
2022/5/12, 89, 45, 42, 16, 7, 7
2022/5/13, 93, 29, 36, 11, 3, 6
2022/5/14, 57, 34, 44, 9, 6, 8
2022/5/15, 72, 39, 41, 14, 4, 7
2022/5/16, 91, 49, 52, 14, 11, 7
2022/5/17, 87, 51, 72, 17, 6, 6
2022/5/18, 95, 56, 75, 12, 7, 8
2022/5/19, 96, 60, 79, 12, 9, 9
2022/5/20, 107, 61, 91, 10, 9, 8
2022/5/21, 105, 40, 66, 16, 7, 7
2022/5/22, 74, 67, 112, 14, 11, 9
2022/5/23, 113, 62, 93, 8, 8, 7
2022/5/24, 103, 32, 32, 7, 3, 3
2022/5/25, 44, 21, 24, 9, 3, 3
2022/5/26, 34, 27, 58, 11, 5, 4
2022/5/27, 65, 50, 108, 11, 11, 7
2022/5/28, 89, 47, 74, 7, 5, 5
2022/5/29, 78, 25, 37, 9, 6, 3
2022/5/30, 50, 37, 40, 20, 10, 8
2022/5/31, 81, 49, 82, 19, 8, 8
2022/6/1, 89, 46, 52, 14, 4, 5
2022/6/2, 75, 49, 69, 11, 5, 7
2022/6/3, 77, 33, 42, 7, 5, 4
2022/6/4, 63, 27, 41, 8, 6, 3
2022/6/5, 57, 29, 33, 8, 2, 2
2022/6/6, 55, 24, 34, 8, 2, 3
2022/6/7, 40, 54, 25, 19, 7, 8
2022/6/8, 88, 61, 60, 13, 4, 7
2022/6/9, 81, 35, 32, 13, 3, 4
2022/6/10, 57, 43, 62, 12, 3, 6
2022/6/11, 91, 48, 40, 13, 7, 7
2022/6/12, 67, 33, 40, 9, 3, 4
2022/6/13, 55, 33, 30, 14, 3, 4
2022/6/14, 51, 46, 41, 15, 3, 4
2022/6/15, 78, 53, 60, 9, 5, 8
2022/6/16, 79, 42, 87, 9, 8, 5
2022/6/17, 72, 31, 46, 10, 6, 6
2022/6/18, 68, 42, 87, 11, 10, 7
2022/6/19, 82, 20, 60, 7, 7, 4
2022/6/20, 56, 33, 29, 12, 14, 3
2022/6/21, 68, 48, 14, 18, 4, 7
2022/6/22, 100, 21, 33, 12, 2, 4
2022/6/23, 48, 22, 31, 16, 2, 3
2022/6/24, 42, 34, 65, 13, 7, 7
2022/6/25, 65, 32, 84, 17, 1, 4
2022/6/26, 76, 31, 20, 11, 1, 4
2022/6/27, 54, 14, 27, 11, 1, 3
2022/6/28, 41, 29, 23, 19, 1, 5
2022/6/29, 70, 48, 58, 19, 2, 8
2022/6/30, 108, 21, 33, 14, 1, 6
2022/1/3, 116, 31, 11, 17, 9, 4
2022/1/4, 71, 76, 7, 26, 16, 13
2022/1/5, 163, 78, 12, 26, 13, 9
2022/1/6, 159, 92, 8, 27, 21, 12
2022/1/7, 177, 97, 17, 22, 13, 8
2022/1/8, 183, 106, 6, 32, 14, 11
2022/1/9, 197, 46, 14, 17, 7, 5
2022/1/10, 95, 37, 13, 15, 7, 4
2022/1/11, 83, 69, 5, 23, 20, 12
2022/1/12, 153, 30, 17, 14, 7, 4
2022/1/13, 57, 64, 16, 18, 17, 9
2022/1/14, 133, 53, 16, 15, 9, 5
2022/1/15, 103, 32, 19, 13, 6, 4
2022/1/16, 58, 46, 18, 17, 13, 7
2022/1/17, 92, 58, 12, 19, 13, 8
2022/1/18, 129, 56, 20, 13, 7, 6
2022/1/19, 128, 65, 13, 21, 12, 8
2022/1/20, 150, 65, 11, 27, 16, 10
2022/1/21, 155, 117, 6, 30, 20, 14
2022/1/22, 204, 90, 21, 20, 8, 8
2022/1/23, 181, 93, 9, 29, 13, 10
2022/1/24, 181, 125, 12, 36, 21, 14
2022/1/25, 213, 56, 20, 20, 8, 6
2022/1/26, 111, 47, 17, 19, 10, 5
2022/1/27, 104, 35, 21, 18, 8, 5
2022/1/28, 77, 30, 21, 15, 7, 4
2022/1/29, 69, 54, 19, 23, 16, 8
2022/1/30, 127, 72, 24, 19, 15, 12
2022/1/31, 157, 39, 24, 9, 5, 4
2022/2/1, 92, 34, 26, 14, 11, 7
2022/2/2, 85, 26, 27, 12, 7, 4
2022/2/3, 68, 25, 26, 9, 6, 3
2022/2/4, 61, 28, 28, 9, 6, 2
2022/2/5, 54, 29, 27, 11, 8, 3
2022/2/6, 60, 31, 24, 17, 10, 3
2022/2/7, 75, 60, 19, 26, 15, 10
2022/2/8, 143, 75, 22, 28, 26, 13
2022/2/9, 156, 102, 22, 30, 17, 14
2022/2/10, 188, 81, 32, 18, 7, 8
2022/2/11, 159, 58, 19, 19, 8, 6
2022/2/12, 130, 65, 24, 14, 6, 6
2022/2/13, 144, 51, 23, 11, 5, 4
2022/2/14, 95, 32, 22, 13, 8, 5
2022/2/15, 76, 30, 21, 11, 8, 4
2022/2/16, 72, 47, 15, 22, 12, 7
2022/2/17, 118, 56, 21, 21, 25, 9
2022/2/18, 131, 38, 25, 11, 5, 4
2022/2/19, 71, 33, 28, 12, 7, 4
2022/2/20, 74, 36, 25, 15, 7, 4
2022/2/21, 74, 30, 25, 10, 5, 4
2022/2/22, 60, 57, 23, 20, 14, 9
2022/2/23, 112, 63, 26, 24, 19, 12
2022/2/24, 136, 103, 38, 24, 22, 13
2022/2/25, 175, 58, 28, 18, 6, 7
2022/2/26, 107, 59, 27, 24, 16, 11
2022/2/27, 115, 68, 22, 24, 10, 11
2022/2/28, 140, 30, 24, 14, 14, 7
2022/3/1, 78, 46, 25, 16, 20, 9
2022/3/2, 92, 44, 26, 16, 20, 5
2022/3/3, 82, 76, 30, 11, 9, 5
2022/3/4, 96, 67, 26, 7, 3, 2
2022/3/5, 57, 42, 28, 13, 10, 4
2022/3/6, 66, 72, 28, 25, 13, 10
2022/3/7, 157, 86, 35, 27, 14, 11
2022/3/8, 159, 96, 34, 28, 16, 13
2022/3/9, 168, 87, 46, 16, 8, 8
2022/3/10, 157, 55, 33, 21, 7, 9
2022/3/11, 102, 63, 22, 23, 10, 10
2022/3/12, 140, 56, 29, 10, 2, 5
2022/3/13, 129, 44, 21, 16, 3, 6
2022/3/14, 119, 41, 26, 16, 14, 7
2022/3/15, 105, 25, 30, 8, 3, 3
2022/3/16, 64, 24, 30, 7, 3, 3
2022/3/17, 63, 43, 34, 9, 4, 5
2022/3/18, 104, 27, 35, 4, 4, 3
2022/3/19, 72, 40, 36, 14, 18, 6
2022/3/20, 101, 53, 31, 16, 21, 9
2022/3/21, 126, 65, 37, 16, 17, 9
2022/3/22, 139, 69, 38, 13, 18, 10
2022/3/23, 149, 76, 47, 12, 11, 10
2022/3/24, 166, 56, 43, 12, 7, 8
2022/3/25, 130, 37, 41, 9, 5, 5
2022/3/26, 84, 35, 38, 5, 4, 4
2022/3/27, 54, 76, 47, 9, 8, 8
2022/3/28, 98, 51, 39, 5, 9, 5
2022/3/29, 84, 24, 39, 4, 2, 4
2022/3/30, 68, 23, 38, 7, 5, 3
2022/3/31, 70, 25, 39, 7, 4, 3
2021/10/1, 61, 46, 24, 16, 8, 7
2021/10/2, 77, 36, 42, 9, 4, 6
2021/10/3, 71, 23, 19, 9, 2, 3
2021/10/4, 50, 32, 20, 14, 3, 4
2021/10/5, 61, 36, 18, 19, 3, 5
2021/10/6, 70, 33, 25, 17, 3, 7
2021/10/7, 73, 50, 23, 22, 5, 11
2021/10/8, 96, 25, 17, 16, 7, 7
2021/10/9, 56, 31, 24, 15, 2, 4
2021/10/10, 43, 39, 18, 23, 3, 6
2021/10/11, 58, 58, 13, 29, 6, 14
2021/10/12, 96, 54, 28, 19, 5, 9
2021/10/13, 100, 53, 15, 24, 7, 8
2021/10/14, 102, 49, 20, 20, 5, 7
2021/10/15, 78, 28, 20, 10, 3, 2
2021/10/16, 40, 34, 19, 15, 8, 4
2021/10/17, 57, 43, 18, 14, 10, 5
2021/10/18, 75, 34, 17, 18, 4, 4
2021/10/19, 72, 57, 17, 27, 12, 11
2021/10/20, 110, 75, 16, 34, 10, 16
2021/10/21, 142, 84, 15, 36, 6, 13
2021/10/22, 146, 69, 22, 29, 9, 11
2021/10/23, 129, 64, 36, 25, 13, 10
2021/10/24, 134, 77, 49, 18, 12, 8
2021/10/25, 153, 71, 49, 22, 10, 8
2021/10/26, 130, 37, 21, 22, 5, 5
2021/10/27, 59, 62, 26, 30, 9, 14
2021/10/28, 119, 75, 22, 31, 13, 11
2021/10/29, 156, 65, 32, 25, 11, 9
2021/10/30, 127, 35, 8, 14, 4, 5
2021/10/31, 72, 37, 11, 18, 7, 6
2021/11/1, 82, 74, 14, 29, 16, 10
2021/11/2, 154, 80, 25, 22, 9, 9
2021/11/3, 163, 108, 31, 22, 11, 10
2021/11/4, 183, 98, 42, 24, 13, 8
2021/11/5, 171, 44, 12, 14, 10, 5
2021/11/6, 80, 26, 12, 11, 3, 3
2021/11/7, 71, 37, 24, 13, 6, 2
2021/11/8, 58, 23, 21, 13, 5, 2
2021/11/9, 44, 30, 13, 24, 8, 5
2021/11/10, 88, 30, 14, 23, 7, 4
2021/11/11, 82, 40, 10, 26, 17, 7
2021/11/12, 102, 49, 14, 31, 17, 10
2021/11/13, 117, 88, 6, 40, 17, 14
2021/11/14, 176, 88, 5, 40, 12, 11
2021/11/15, 176, 78, 10, 35, 22, 12
2021/11/16, 150, 73, 16, 28, 16, 10
2021/11/17, 138, 114, 18, 26, 9, 13
2021/11/18, 194, 28, 14, 18, 6, 3
2021/11/19, 55, 66, 8, 23, 11, 7
2021/11/20, 140, 78, 14, 22, 7, 6
2021/11/21, 170, 38, 15, 15, 5, 3
2021/11/22, 79, 32, 18, 16, 9, 3
2021/11/23, 67, 50, 11, 27, 18, 7
2021/11/24, 113, 50, 15, 25, 11, 9
2021/11/25, 104, 57, 11, 26, 14, 7
2021/11/26, 119, 62, 17, 23, 18, 9
2021/11/27, 129, 54, 20, 15, 11, 7
2021/11/28, 121, 59, 13, 14, 8, 7
2021/11/29, 134, 23, 8, 19, 7, 5
2021/11/30, 70, 21, 15, 15, 8, 4
2021/12/1, 60, 35, 14, 17, 13, 7
2021/12/2, 77, 28, 14, 15, 8, 8
2021/12/3, 59, 32, 10, 21, 13, 3
2021/12/4, 74, 50, 20, 15, 12, 5
2021/12/5, 108, 42, 16, 19, 7, 4
2021/12/6, 87, 53, 7, 24, 15, 8
2021/12/7, 118, 71, 7, 26, 19, 12
2021/12/8, 155, 58, 16, 20, 13, 8
2021/12/9, 137, 47, 14, 16, 6, 5
2021/12/10, 113, 53, 15, 22, 11, 10
2021/12/11, 114, 21, 18, 12, 6, 3
2021/12/12, 41, 47, 14, 19, 17, 10
2021/12/13, 94, 63, 10, 23, 18, 8
2021/12/14, 136, 64, 7, 26, 15, 8
2021/12/15, 145, 68, 15, 20, 11, 9
2021/12/16, 135, 24, 19, 13, 7, 4
2021/12/17, 51, 53, 13, 19, 16, 8
2021/12/18, 84, 55, 15, 22, 14, 7
2021/12/19, 86, 76, 17, 26, 13, 9
2021/12/20, 134, 34, 19, 13, 5, 2
