date, pm25, pm10, o3, no2, so2, co
2021/12/21, 61, 71, 8, 20, 9, 6
2021/12/22, 152, 67, 16, 16, 8, 5
2021/12/23, 130, 42, 17, 11, 6, 3
2021/12/24, 87, 33, 17, 13, 8, 4
2021/12/25, 79, 49, 14, 20, 18, 8
2021/12/26, 111, 54, 14, 22, 17, 10
2021/12/27, 118, 74, 7, 23, 17, 12
2021/12/28, 160, 48, 17, 16, 8, 4
2021/12/29, 99, 46, 17, 19, 12, 5
2021/12/30, 101, 57, 8, 25, 16, 8
2021/12/31, 125, 67, 17, 20, 14, 8
2022/1/1, 141, 43, 14, 16, 12, 5
2022/1/2, 89, 52, 15, 21, 17, 10
2021/7/1, 59, 36, 66, 9, 6, 6
2021/7/2, 74, 37, 29, 12, 4, 6
2021/7/3, 80, 22, 39, 11, 2, 3
2021/7/4, 59, 45, 78, 10, 5, 8
2021/7/5, 93, 45, 51, 12, 6, 7
2021/7/6, 93, 54, 56, 11, 4, 8
2021/7/7, 117, 49, 61, 13, 5, 7
2021/7/8, 104, 35, 66, 11, 7, 8
2021/7/9, 78, 41, 79, 10, 6, 7
2021/7/10, 86, 38, 87, 9, 5, 7
2021/7/11, 86, 24, 56, 8, 4, 6
2021/7/12, 70, 27, 33, 7, 2, 3
2021/7/13, 59, 14, 25, 6, 2, 3
2021/7/14, 34, 17, 29, 7, 2, 3
2021/7/15, 38, 15, 28, 6, 4, 4
2021/7/16, 32, 25, 46, 10, 6, 6
2021/7/17, 59, 42, 62, 13, 8, 11
2021/7/18, 88, 27, 51, 9, 9, 5
2021/7/19, 62, 21, 33, 8, 7, 5
2021/7/20, 51, 31, 42, 8, 5, 6
2021/7/21, 64, 47, 57, 10, 2, 7
2021/7/22, 91, 43, 72, 13, 2, 11
2021/7/23, 94, 62, 70, 9, 2, 7
2021/7/24, 88, 52, 73, 10, 5, 8
2021/7/25, 82, 42, 64, 8, 5, 5
2021/7/26, 72, 39, 50, 9, 4, 6
2021/7/27, 68, 55, 72, 20, 2, 5
2021/7/28, 91, 46, 50, 23, , 7
2021/7/29, 80, 39, 13, 20, 1, 7
2021/7/30, 80, 18, 30, 8, 1, 6
2021/7/31, 45, 32, 42, 12, 1, 8
2021/8/1, 83, 16, 7, 8, 1, 4
2021/8/2, 43, 25, 22, 12, 1, 5
2021/8/3, 53, 44, 49, 12, 4, 9
2021/8/4, 76, 42, 40, 12, 6, 8
2021/8/5, 78, 42, 46, 11, 4, 9
2021/8/6, 80, 39, 80, 17, 3, 8
2021/8/7, 79, 53, 61, 18, 2, 10
2021/8/8, 101, 57, 64, 18, 6, 14
2021/8/9, 119, 41, 50, 16, 4, 9
2021/8/10, 91, 30, 19, 11, 6, 9
2021/8/11, 58, 14, 17, 7, 2, 3
2021/8/12, 39, 25, 27, 12, 1, 4
2021/8/13, 57, 27, 32, 11, 1, 5
2021/8/14, 61, 52, 58, 21, 4, 8
2021/8/15, 98, 41, 23, 19, 6, 11
2021/8/16, 80, 29, 31, 12, 1, 7
2021/8/17, 72, 47, 57, 20, 1, 8
2021/8/18, 91, 47, 40, 12, 7, 8
2021/8/19, 73, 31, 20, 12, 3, 6
2021/8/20, 63, 26, 42, 13, 1, 6
2021/8/21, 63, 48, 66, 10, 3, 9
2021/8/22, 98, 43, 54, 6, 4, 6
2021/8/23, 86, 42, 24, 12, 3, 8
2021/8/24, 82, 24, 42, 9, 4, 6
2021/8/25, 51, 30, 49, 10, 6, 6
2021/8/26, 54, 32, 36, 11, 5, 6
2021/8/27, 56, 36, 30, 9, 4, 7
2021/8/28, 73, 35, 27, 16, 5, 6
2021/8/29, 63, 50, 42, 23, 14, 9
2021/8/30, 79, 50, 38, 20, 6, 8
2021/8/31, 96, 48, 43, 19, 5, 7
2021/9/1, 80, 52, 82, 15, 8, 9
2021/9/2, 91, 52, 35, 23, 6, 9
2021/9/3, 97, 43, 39, 16, 6, 8
2021/9/4, 82, 34, 40, 14, 4, 5
2021/9/5, 58, 40, 20, 19, 8, 7
2021/9/6, 66, 21, 23, 14, 2, 4
2021/9/7, 50, 45, 54, 15, 4, 7
2021/9/8, 82, 33, 51, 13, 3, 6
2021/9/9, 72, 25, 52, 16, 2, 6
2021/9/10, 60, 32, 34, 16, 2, 5
2021/9/11, 67, 27, 23, 14, 4, 7
2021/9/12, 44, 40, 34, 16, 5, 8
2021/9/13, 77, 28, 28, 15, 2, 5
2021/9/14, 55, 34, 45, 16, 4, 6
2021/9/15, 62, 37, 20, 13, 4, 5
2021/9/16, 77, 31, 30, 16, 2, 6
2021/9/17, 65, 50, 36, 25, 4, 11
2021/9/18, 97, 62, 39, 21, 12, 13
2021/9/19, 114, 29, 25, 11, 3, 7
2021/9/20, 66, 14, 18, 6, 2, 4
2021/9/21, 31, 14, 19, 13, 2, 4
2021/9/22, 26, 19, 17, 11, 2, 4
2021/9/23, 41, 41, 21, 17, 3, 9
2021/9/24, 82, 36, 17, 20, 6, 9
2021/9/25, 74, 41, 33, 23, 8, 12
2021/9/26, 76, 44, 17, 20, 7, 9
2021/9/27, 78, 43, 25, 15, 9, 10
2021/9/28, 73, 33, 15, 14, 5, 5
2021/9/29, 65, 46, 14, 20, 4, 9
2021/9/30, 87, 32, 23, 14, 3, 4
2021/4/1, 181, 76, 31, 20, 7, 4
2021/4/2, 109, 64, 36, 14, 1, 3
2021/4/3, 83, 66, 37, 18, 3, 3
2021/4/4, 112, 72, 39, 19, 12, 8
2021/4/5, 137, 59, 34, 20, 3, 5
2021/4/6, 104, 50, 37, 9, 1, 2
2021/4/7, 80, 69, 46, 21, 10, 5
2021/4/8, 140, 77, 44, 25, 6, 8
2021/4/9, 145, 88, 54, 22, 12, 10
2021/4/10, 159, 68, 45, 9, 7, 4
2021/4/11, 120, 41, 43, 8, 7, 2
2021/4/12, 69, 18, 33, 7, 3, 2
2021/4/13, 44, 32, 37, 12, 6, 4
2021/4/14, 66, 66, 53, 10, 9, 5
2021/4/15, 101, 74, 34, 7, 2, 2
2021/4/16, 73, 65, 22, 11, 1, 3
2021/4/17, 67, 51, 36, 18, 7, 7
2021/4/18, 104, 74, 51, 17, 7, 8
2021/4/19, 129, 64, 39, 22, 3, 5
2021/4/20, 100, 93, 83, 16, 11, 8
2021/4/21, 153, 70, 39, 19, 7, 7
2021/4/22, 128, 39, 30, 14, 1, 6
2021/4/23, 75, 46, 29, 14, 2, 5
2021/4/24, 106, 48, 38, 22, 4, 4
2021/4/25, 95, 60, 53, 17, 10, 8
2021/4/26, 127, 63, 32, 11, 4, 7
2021/4/27, 117, 65, 38, 12, 6, 5
2021/4/28, 87, 53, 38, 13, 16, 8
2021/4/29, 88, 37, 31, 15, 3, 4
2021/4/30, 78, 51, 32, 19, 6, 5
2021/5/1, 90, 41, 43, 14, 3, 4
2021/5/2, 75, 62, 52, 10, 9, 5
2021/5/3, 98, 47, 43, 11, 7, 5
2021/5/4, 91, 38, 37, 9, 7, 5
2021/5/5, 64, 80, 66, 8, 7, 5
2021/5/6, 104, 165, 34, 11, 8, 7
2021/5/7, 135, 63, 32, 13, 4, 2
2021/5/8, 81, 35, 36, 15, 3, 2
2021/5/9, 71, 52, 39, 22, 7, 7
2021/5/10, 98, 66, 61, 15, 9, 6
2021/5/11, 96, 34, 44, 12, 8, 4
2021/5/12, 65, 49, 38, 15, 16, 9
2021/5/13, 103, 40, 51, 13, 8, 6
2021/5/14, 71, 25, 25, 13, 4, 4
2021/5/15, 64, 29, 26, 19, 4, 5
2021/5/16, 64, 43, 44, 20, 11, 8
2021/5/17, 98, 51, 72, 17, 14, 10
2021/5/18, 99, 51, 90, 10, 11, 6
2021/5/19, 91, 49, 86, 9, 11, 6
2021/5/20, 106, 60, 83, 11, 11, 8
2021/5/21, 119, 55, 93, 8, 10, 8
2021/5/22, 100, 74, 64, 12, 6, 4
2021/5/23, 124, 70, 32, 11, 5, 7
2021/5/24, 110, 38, 35, 10, 7, 4
2021/5/25, 63, 31, 31, 14, 7, 5
2021/5/26, 55, 34, 41, 15, 4, 8
2021/5/27, 92, 20, 35, 15, 3, 5
2021/5/28, 45, 40, 38, 16, 5, 7
2021/5/29, 83, 46, 45, 14, 7, 7
2021/5/30, 77, 43, 52, 18, 10, 8
2021/5/31, 87, 30, 52, 8, 3, 4
2021/6/1, 72, 22, 32, 8, 4, 4
2021/6/2, 27, 26, 37, 12, 9, 4
2021/6/3, 79, 26, 27, 12, 4, 3
2021/6/4, 40, 19, 26, 14, 5, 3
2021/6/5, 41, 31, 38, 15, 6, 6
2021/6/6, 56, 39, 65, 15, 7, 5
2021/6/7, 79, 37, 97, 10, 6, 5
2021/6/8, 68, 39, 71, 12, 9, 7
2021/6/9, 76, 23, 28, 13, 3, 5
2021/6/10, 58, 41, 62, 10, 6, 7
2021/6/11, 84, 37, 94, 11, 6, 7
2021/6/12, 74, 40, 92, 12, 7, 7
2021/6/13, 79, 34, 45, 12, 10, 4
2021/6/14, 56, 43, 56, 17, 5, 8
2021/6/15, 92, 34, 64, 11, 6, 5
2021/6/16, 78, 20, 31, 9, 3, 5
2021/6/17, 52, 27, 39, 9, 3, 4
2021/6/18, 49, 37, 57, 11, 8, 5
2021/6/19, 68, 24, 24, 15, 2, 4
2021/6/20, 54, 29, 37, 16, 2, 3
2021/6/21, 65, 29, 37, 15, 2, 3
2021/6/22, 62, 31, 46, 20, 4, 5
2021/6/23, 62, 50, 95, 20, 7, 6
2021/6/24, 99, 35, 49, 10, 6, 5
2021/6/25, 81, 19, 36, 8, 2, 4
2021/6/26, 57, 20, 27, 8, 2, 3
2021/6/27, 64, 23, 32, 9, 3, 4
2021/6/28, 68, 39, 43, 13, 7, 6
2021/6/29, 88, 36, 44, 13, 8, 6
2021/6/30, 82, 28, 83, 9, 6, 5
2021/1/4, 110, 30, 19, 15, 12, 4
2021/1/5, 68, 56, 18, 15, 16, 9
2021/1/6, 95, 41, 19, 9, 6, 2
2021/1/7, 50, 26, 19, 13, 16, 3
2021/1/8, 63, 58, 15, 21, 20, 5
2021/1/9, 96, 52, 18, 21, 17, 7
2021/1/10, 103, 65, 7, 25, 22, 12
2021/1/11, 134, 72, 12, 22, 13, 9
2021/1/12, 123, 71, 18, 20, 10, 8
2021/1/13, 107, 71, 6, 28, 15, 12
2021/1/14, 153, 53, 18, 17, 8, 5
2021/1/15, 108, 40, 18, 20, 13, 5
2021/1/16, 102, 60, 14, 25, 29, 13
2021/1/17, 132, 31, 20, 13, 7, 5
2021/1/18, 64, 53, 15, 23, 16, 10
2021/1/19, 124, 49, 19, 13, 10, 5
2021/1/20, 87, 70, 13, 25, 12, 10
2021/1/21, 151, 84, 18, 18, 3, 8
2021/1/22, 175, 121, 4, 44, 18, 19
2021/1/23, 223, 127, 7, 42, 18, 23
2021/1/24, 228, 189, 1, 43, 15, 26
2021/1/25, 279, 158, 6, 37, 11, 19
2021/1/26, 284, 70, 17, 29, 12, 14
2021/1/27, 140, 32, 20, 14, 5, 5
2021/1/28, 66, 40, 17, 20, 15, 9
2021/1/29, 98, 39, 21, 17, 9, 4
2021/1/30, 99, 63, 18, 25, 16, 11
2021/1/31, 148, 71, 22, 15, 7, 6
2021/2/1, 131, 39, 17, 17, 13, 5
2021/2/2, 85, 64, 14, 27, 18, 12
2021/2/3, 135, 57, 18, 24, 20, 11
2021/2/4, 123, 87, 16, 27, 24, 12
2021/2/5, 161, 90, 29, 25, 8, 12
2021/2/6, 175, 45, 21, 15, 5, 5
2021/2/7, 96, 31, 19, 18, 9, 4
2021/2/8, 78, 67, 23, 25, 22, 12
2021/2/9, 152, 61, 25, 22, 9, 10
2021/2/10, 137, 68, 42, 17, 16, 12
2021/2/11, 162, 71, 37, 13, 12, 9
2021/2/12, 168, 74, 18, 17, 11, 10
2021/2/13, 172, 40, 22, 7, 3, 4
2021/2/14, 97, 22, 24, 7, 5, 3
2021/2/15, 58, 31, 23, 6, 3, 3
2021/2/16, 56, 49, 21, 6, 2, 4
2021/2/17, 57, 46, 19, 14, 15, 6
2021/2/18, 83, 70, 26, 19, 19, 9
2021/2/19, 141, 59, 25, 23, 10, 8
2021/2/20, 109, 76, 24, 27, 15, 12
2021/2/21, 160, 55, 25, 10, 3, 2
2021/2/22, 73, 43, 27, 11, 5, 2
2021/2/23, 80, 52, 23, 19, 10, 7
2021/2/24, 125, 54, 27, 18, 7, 4
2021/2/25, 118, 91, 12, 42, 21, 14
2021/2/26, 177, 99, 35, 28, 18, 13
2021/2/27, 177, 46, 30, 12, 5, 4
2021/2/28, 94, 45, 25, 10, 3, 3
2021/3/1, 82, 53, 22, 22, 11, 7
2021/3/2, 134, 68, 32, 16, 8, 7
2021/3/3, 154, 50, 33, 9, 3, 3
2021/3/4, 92, 44, 27, 9, 2, 3
2021/3/5, 78, 31, 28, 11, 4, 3
2021/3/6, 74, 79, 29, 29, 17, 9
2021/3/7, 171, 113, 33, 29, 19, 15
2021/3/8, 198, 90, 35, 23, 15, 10
2021/3/9, 160, 110, 46, 21, 11, 9
2021/3/10, 159, 142, 33, 26, 10, 12
2021/3/11, 239, 126, 23, 31, 9, 11
2021/3/12, 219, 115, 31, 43, 10, 11
2021/3/13, 198, 106, 37, 27, 14, 14
2021/3/14, 189, 96, 42, 14, 2, 5
2021/3/15, 125, 83, 30, 14, 2, 3
2021/3/16, 66, 73, 28, 26, 10, 7
2021/3/17, 119, 68, 30, 25, 7, 5
2021/3/18, 138, 85, 35, 27, 8, 7
2021/3/19, 169, 82, 15, 22, 3, 7
2021/3/20, 173, 31, 25, 16, 3, 4
2021/3/21, 64, 57, 28, 20, 10, 8
2021/3/22, 107, 123, 25, 22, 10, 10
2021/3/23, 152, 76, 31, 26, 7, 7
2021/3/24, 125, 84, 39, 23, 11, 10
2021/3/25, 156, 104, 52, 25, 12, 10
2021/3/26, 165, 69, 55, 10, 12, 3
2021/3/27, 122, 157, 25, 17, 6, 6
2021/3/28, 152, 88, 30, 14, 2, 1
2021/3/29, 69, 81, 35, 26, 5, 5
2021/3/30, 127, 102, 45, 32, 12, 11
2021/3/31, 159, 147, 40, 46, 8, 13
2020/10/1, 126, 29, 23, 15, 8, 5
2020/10/2, 64, 44, 26, 19, 11, 8
2020/10/3, 82, 27, 20, 8, 3, 3
2020/10/4, 44, 23, 18, 13, 2, 4
2020/10/5, 50, 58, 22, 24, 13, 10
2020/10/6, 114, 67, 27, 32, 12, 11
2020/10/7, 121, 70, 60, 25, 12, 11
2020/10/8, 122, 55, 36, 23, 16, 10
2020/10/9, 94, 57, 49, 17, 17, 7
2020/10/10, 90, 45, 31, 17, 7, 7
2020/10/11, 74, 38, 16, 22, 6, 5
2020/10/12, 74, 46, 20, 18, 13, 9
2020/10/13, 80, 31, 19, 15, 10, 4
2020/10/14, 53, 57, 22, 26, 16, 10
2020/10/15, 106, 49, 23, 24, 11, 8
2020/10/16, 93, 59, 25, 22, 14, 9
2020/10/17, 86, 55, 20, 28, 5, 7
2020/10/18, 90, 84, 46, 25, 18, 13
2020/10/19, 149, 84, 63, 19, 16, 10
2020/10/20, 140, 88, 67, 18, 8, 5
2020/10/21, 107, 45, 17, 17, 3, 4
2020/10/22, 54, 37, 18, 21, 4, 5
2020/10/23, 68, 54, 18, 24, 9, 5
2020/10/24, 102, 94, 18, 42, 18, 18
2020/10/25, 161, 122, 28, 38, 15, 19
2020/10/26, 179, 42, 18, 20, 4, 5
2020/10/27, 62, 67, 19, 32, 7, 13
2020/10/28, 120, 76, 11, 32, 20, 11
2020/10/29, 139, 81, 15, 34, 25, 15
2020/10/30, 152, 90, 21, 25, 39, 12
2020/10/31, 153, 49, 18, 19, 7, 6
2020/11/1, 61, 46, 14, 19, 17, 7
2020/11/2, 63, 32, 20, 16, 7, 5
2020/11/3, 48, 70, 13, 27, 31, 13
2020/11/4, 123, 81, 25, 25, 29, 9
2020/11/5, 148, 83, 24, 27, 35, 9
2020/11/6, 144, 88, 16, 24, 13, 8
2020/11/7, 115, 52, 14, 14, 6, 3
2020/11/8, 42, 57, 13, 20, 23, 8
2020/11/9, 102, 64, 9, 28, 29, 10
2020/11/10, 129, 75, 30, 25, 25, 9
2020/11/11, 146, 65, 30, 21, 13, 5
2020/11/12, 118, 36, 12, 23, 8, 4
2020/11/13, 63, 74, 14, 29, 23, 11
2020/11/14, 152, 91, 28, 22, 16, 8
2020/11/15, 146, 92, 8, 35, 10, 9
2020/11/16, 159, 117, 29, 30, 23, 14
2020/11/17, 190, 68, 12, 18, 10, 9
2020/11/18, 138, 19, 13, 9, 3, 4
2020/11/19, 43, 31, 14, 9, 7, 4
2020/11/20, 44, 47, 14, 16, 12, 7
2020/11/21, 99, 22, 13, 9, 7, 4
2020/11/22, 57, 47, 13, 22, 19, 11
2020/11/23, 106, 70, 5, 29, 28, 17
2020/11/24, 155, 51, 15, 19, 15, 9
2020/11/25, 108, 55, 7, 21, 9, 7
2020/11/26, 134, 35, 11, 15, 7, 5
2020/11/27, 77, 25, 14, 13, 6, 3
2020/11/28, 55, 40, 13, 18, 10, 6
2020/11/29, 91, 32, 15, 19, 9, 5
2020/11/30, 73, 42, 11, 24, 13, 6
2020/12/1, 93, 63, 13, 24, 14, 10
2020/12/2, 126, 32, 17, 17, 8, 5
2020/12/3, 67, 54, 14, 28, 17, 6
2020/12/4, 116, 68, 10, 31, 29, 12
2020/12/5, 146, 65, 15, 26, 22, 10
2020/12/6, 139, 41, 17, 16, 8, 3
2020/12/7, 70, 55, 13, 24, 24, 10
2020/12/8, 107, 77, 9, 21, 17, 9
2020/12/9, 142, 75, 13, 29, 19, 12
2020/12/10, 149, 52, 13, 23, 11, 6
2020/12/11, 93, 67, 11, 25, 15, 10
2020/12/12, 131, 35, 17, 11, 8, 3
2020/12/13, 62, 27, 16, 12, 8, 3
2020/12/14, 53, 25, 15, 13, 10, 3
2020/12/15, 56, 36, 12, 19, 16, 5
2020/12/16, 85, 63, 11, 26, 22, 12
2020/12/17, 120, 41, 16, 16, 5, 2
2020/12/18, 66, 58, 12, 25, 22, 10
2020/12/19, 118, 77, 10, 31, 26, 12
2020/12/20, 158, 70, 10, 29, 26, 13
2020/12/21, 147, 77, 10, 24, 15, 11
2020/12/22, 157, 86, 18, 21, 12, 8
2020/12/23, 146, 45, 17, 15, 8, 5
2020/12/24, 85, 36, 14, 15, 9, 4
2020/12/25, 72, 55, 6, 23, 19, 9
2020/12/26, 117, 85, 10, 20, 11, 9
2020/12/27, 163, 67, 14, 16, 7, 7
2020/12/28, 148, 48, 15, 10, 6, 4
2020/12/29, 83, 32, 17, 11, 6, 4
2020/12/30, 49, 48, 19, 14, 7, 4
2020/12/31, 59, 25, 19, 11, 5, 4
2021/1/1, 39, 45, 15, 19, 12, 7
2021/1/2, 107, 48, 16, 20, 16, 7
2021/1/3, 106, 58, 21, 21, 21, 17
2020/7/1, 54, 50, 58, 18, 10, 8
2020/7/2, 94, 49, 63, 9, 11, 5
2020/7/3, 101, 47, 51, 9, 6, 8
2020/7/4, 103, 33, 43, 8, 7, 3
2020/7/5, 69, 23, 41, 8, 10, 4
2020/7/6, 56, 34, 43, 11, 7, 5
2020/7/7, 72, 41, 62, 18, 9, 5
2020/7/8, 89, 41, 64, 20, 8, 6
2020/7/9, 82, 54, 96, 20, 10, 6
2020/7/10, 99, 56, 100, 15, 11, 8
2020/7/11, 117, 56, 98, 17, 11, 9
2020/7/12, 114, 53, 50, 20, 12, 8
2020/7/13, 106, 59, 76, 13, 4, 10
2020/7/14, 126, 59, 90, 13, 7, 12
2020/7/15, 115, 51, 74, 10, 11, 10
2020/7/16, 102, 54, 93, 6, 10, 8
2020/7/17, 111, 30, 52, 7, 12, 6
2020/7/18, 59, 30, 30, 8, 1, 4
2020/7/19, 68, 20, 41, 6, 1, 3
2020/7/20, 46, 53, 122, 12, 11, 11
2020/7/21, 98, 60, 116, 14, 10, 9
2020/7/22, 108, 65, 111, 23, 5, 7
2020/7/23, 124, 48, 69, 23, 7, 6
2020/7/24, 71, 55, 110, 21, 9, 8
2020/7/25, 89, 48, 67, 9, 5, 9
2020/7/26, 87, 22, 42, 9, 5, 6
2020/7/27, 54, 25, 45, 8, 9, 6
2020/7/28, 59, 31, 40, 12, 8, 6
2020/7/29, 65, 47, 70, 11, 8, 7
2020/7/30, 102, 38, 59, 7, 6, 5
2020/7/31, 81, 21, 34, 7, 7, 5
2020/8/1, 44, 24, 34, 10, 5, 6
2020/8/2, 46, 38, 61, 10, 7, 7
2020/8/3, 74, 31, 50, 7, 1, 6
2020/8/4, 68, 39, 56, 20, 8, 7
2020/8/5, 80, 29, 45, 17, 5, 7
2020/8/6, 58, 33, 52, 19, 4, 5
2020/8/7, 61, 47, 70, 14, 10, 10
2020/8/8, 81, 33, 26, 10, 8, 6
2020/8/9, 65, 36, 66, 11, 10, 7
2020/8/10, 69, 41, 80, 10, 9, 7
2020/8/11, 87, 49, 73, 10, 7, 8
2020/8/12, 101, 36, 25, 12, 3, 7
2020/8/13, 73, 40, 67, 7, 2, 9
2020/8/14, 90, 46, 57, 11, 4, 8
2020/8/15, 109, 30, 56, 15, 7, 8
2020/8/16, 64, 40, 39, 14, 6, 8
2020/8/17, 76, 26, 34, 8, 4, 4
2020/8/18, 68, 11, 25, 11, , 3
2020/8/19, 40, 26, 22, 10, 1, 3
2020/8/20, 32, 26, 31, 14, 2, 5
2020/8/21, 52, 53, 60, 20, 13, 9
2020/8/22, 98, 47, 84, 9, 10, 8
2020/8/23, 85, 25, 29, 10, 3, 7
2020/8/24, 61, 34, 72, 27, 6, 12
2020/8/25, 77, 54, 11, 22, 9, 13
2020/8/26, 94, 20, 19, 7, 1, 5
2020/8/27, 54, 14, 22, 12, 1, 4
2020/8/28, 43, 18, 22, 12, 1, 4
2020/8/29, 47, 48, 71, 25, 5, 10
2020/8/30, 97, 49, 36, 21, 9, 10
2020/8/31, 97, 30, 45, 12, 5, 7
2020/9/1, 70, 38, 30, 16, 10, 8
2020/9/2, 78, 29, 13, 12, 2, 4
2020/9/3, 46, 23, 34, 12, 8, 8
2020/9/4, 53, 32, 44, 8, 9, 4
2020/9/5, 61, 40, 78, 24, 5, 7
2020/9/6, 83, 47, 36, 19, 3, 7
2020/9/7, 88, 16, 17, 11, 1, 4
2020/9/8, 38, 24, 13, 13, 2, 5
2020/9/9, 48, 10, 10, 11, 2, 4
2020/9/10, 27, 20, 32, 14, 3, 7
2020/9/11, 48, 31, 19, 13, 2, 5
2020/9/12, 70, 24, 18, 14, 2, 4
2020/9/13, 51, 42, 23, 22, 5, 6
2020/9/14, 77, 45, 31, 21, 8, 8
2020/9/15, 74, 21, 32, 9, 4, 5
2020/9/16, 48, 21, 23, 11, 4, 4
2020/9/17, 40, 25, 23, 16, 4, 4
2020/9/18, 51, 27, 17, 14, 3, 4
2020/9/19, 57, 42, 23, 20, 11, 7
2020/9/20, 81, 50, 22, 23, 8, 8
2020/9/21, 100, 54, 24, 26, 16, 10
2020/9/22, 99, 56, 33, 24, 6, 10
2020/9/23, 109, 48, 25, 24, 9, 10
2020/9/24, 82, 57, 31, 31, 8, 8
2020/9/25, 97, 57, 31, 30, 5, 10
2020/9/26, 100, 59, 58, 17, 10, 10
2020/9/27, 108, 50, 53, 15, 9, 7
2020/9/28, 95, 30, 22, 16, 2, 4
2020/9/29, 70, 51, 26, 25, 4, 5
2020/9/30, 113, 55, 20, 25, 10, 11
2020/4/1, 75, 70, 39, 18, 8, 10
2020/4/2, 132, 114, 44, 16, 5, 8
2020/4/3, 146, 52, 34, 8, 2, 2
2020/4/4, 64, 129, 34, 29, 6, 6
2020/4/5, 176, 94, 54, 26, 16, 10
2020/4/6, 166, 56, 36, 15, 3, 4
2020/4/7, 99, 61, 29, 19, 3, 5
2020/4/8, 121, 59, 35, 17, 2, 5
2020/4/9, 131, 62, 47, 26, 8, 9
2020/4/10, 127, 126, 47, 31, 9, 12
2020/4/11, 179, 84, 46, 19, 4, 7
2020/4/12, 141, 110, 85, 40, 11, 12
2020/4/13, 189, 96, 95, 20, 14, 14
2020/4/14, 178, 107, 90, 27, 16, 14
2020/4/15, 186, 90, 76, 22, 8, 10
2020/4/16, 152, 57, 56, 18, 1, 8
2020/4/17, 110, 76, 60, 35, 4, 10
2020/4/18, 153, 105, 39, 28, 14, 17
2020/4/19, 177, 47, 36, 10, 6, 7
2020/4/20, 42, 178, 24, 7, 3, 4
2020/4/21, 75, 52, 19, 10, 1, 2
2020/4/22, 60, 43, 35, 15, 2, 4
2020/4/23, 76, 67, 27, 17, 11, 7
2020/4/24, 93, 49, 35, 12, 1, 3
2020/4/25, 71, 51, 34, 21, 3, 7
2020/4/26, 93, 66, 42, 25, 3, 7
2020/4/27, 112, 82, 65, 18, 9, 13
2020/4/28, 148, 87, 73, 14, 7, 9
2020/4/29, 154, 62, 70, 12, 8, 7
2020/4/30, 98, 62, 86, 12, 11, 8
2020/5/1, 100, 60, 72, 9, 10, 6
2020/5/2, 102, 33, 34, 9, 5, 4
2020/5/3, 66, 26, 34, 12, 1, 2
2020/5/4, 65, 53, 44, 22, 17, 7
2020/5/5, 108, 35, 43, 18, 4, 3
2020/5/6, 63, 58, 42, 18, 12, 6
2020/5/7, 108, 46, 35, 15, 8, 7
2020/5/8, 81, 33, 34, 21, 4, 6
2020/5/9, 77, 136, 39, 15, 4, 8
2020/5/10, 112, 80, 39, 10, 2, 3
2020/5/11, 72, 49, 31, 12, 1, 3
2020/5/12, 65, 62, 60, 12, 4, 6
2020/5/13, 102, 91, 67, 9, 8, 5
2020/5/14, 106, 51, 45, 8, 5, 1
2020/5/15, 55, 43, 28, 14, 12, 5
2020/5/16, 82, 49, 43, 13, 1, 3
2020/5/17, 83, 53, 23, 14, 2, 4
2020/5/18, 78, 16, 19, 11, , 1
2020/5/19, 36, 28, 43, 13, 4, 4
2020/5/20, 68, 40, 40, 13, 7, 6
2020/5/21, 69, 19, 39, 11, 3, 4
2020/5/22, 37, 22, 42, 11, 6, 5
2020/5/23, 68, 33, 50, 10, 2, 3
2020/5/24, 56, 80, 37, 20, 3, 3
2020/5/25, 62, 37, 35, 19, 4, 3
2020/5/26, 59, 51, 38, 14, 9, 11
2020/5/27, 91, 36, 53, 15, 17, 7
2020/5/28, 76, 34, 53, 13, 10, 5
2020/5/29, 56, 45, 78, 9, 10, 4
2020/5/30, 70, 40, 51, 11, 12, 5
2020/5/31, 78, 14, 34, 10, 3, 3
2020/6/1, 44, 33, 43, 13, 9, 5
2020/6/2, 53, 54, 57, 13, 7, 6
2020/6/3, 90, 15, 34, 14, 2, 4
2020/6/4, 22, 39, 33, 22, 6, 6
2020/6/5, 69, 43, 70, 27, 8, 7
2020/6/6, 71, 55, 85, 15, 16, 8
2020/6/7, 77, 64, 96, 11, 12, 7
2020/6/8, 94, 72, 71, 15, 14, 7
2020/6/9, 121, 60, 38, 15, 16, 6
2020/6/10, 97, 30, 48, 15, 3, 4
2020/6/11, 55, 61, 61, 20, 8, 9
2020/6/12, 86, 55, 78, 13, 9, 7
2020/6/13, 77, 23, 38, 10, 2, 3
2020/6/14, 47, 27, 35, 12, 4, 4
2020/6/15, 28, 40, 54, 18, 6, 5
2020/6/16, 57, 65, 126, 16, 16, 10
2020/6/17, 98, 45, 30, 25, 9, 8
2020/6/18, 66, 36, 45, 19, 3, 4
2020/6/19, 46, 58, 110, 9, 12, 9
2020/6/20, 106, 58, 110, 7, 9, 8
2020/6/21, 123, 46, 78, 10, 7, 8
2020/6/22, 88, 39, 44, 11, 12, 6
2020/6/23, 70, 28, 39, 12, 6, 7
2020/6/24, 61, 31, 44, 14, 3, 2
2020/6/25, 59, 12, 28, 9, 1, 1
2020/6/26, 25, 38, 52, 15, 7, 4
2020/6/27, 72, 57, 85, 18, 9, 9
2020/6/28, 105, 57, 79, 18, 14, 9
