date, pm25, pm10, o3, no2, so2, co
2023/5/7, 45, 31, 46, 8, 3, 3
2023/5/8, 70, 31, 59, 13, 3, 2
2023/5/9, 66, 30, 54, 12, 3, 2
2023/5/10, 59, 42, 42, 20, 4, 4
2023/5/11, 73, 71, 93, 21, 4, 4
2023/5/12, 154, 63, 118, 16, 4, 5
2023/5/13, 151, 62, 108, 16, 4, 5
2023/5/14, 139, 61, 105, 15, 4, 5
2023/5/15, 117, 43, 82, 7, 3, 3
2023/5/16, 64, 22, 45, 4, , 2
2023/5/17, 40, 27, 40, 8, 3, 4
2023/5/18, 84, 11, 41, 8, 3, 3
2023/5/19, 51, 27, 65, 7, 3, 2
2023/5/20, 67, 33, 100, 8, 3, 3
2023/5/21, 78, 61, 39, 8, 3, 3
2023/5/22, 84, 67, 66, 12, 4, 4
2023/5/23, 85, 61, 55, 17, 3, 4
2023/5/24, 84, 50, 82, 8, 3, 3
2023/5/25, 87, 52, 42, 11, 3, 3
2023/5/26, 71, 32, 42, 5, , 3
2023/5/27, 58, 32, 67, 6, 3, 3
2023/5/28, 55, 37, 102, 10, 4, 3
2023/5/29, 61, 30, 34, 12, 3, 3
2023/5/30, 79, 21, 33, 10, 3, 3
2023/5/31, 58, 24, 45, 11, 3, 3
2023/6/1, 61, 42, 107, 10, 4, 5
2023/6/2, 82, 36, 65, 7, 3, 3
2023/6/3, 80, 26, 55, 11, 3, 2
2023/6/4, 64, 40, 44, 9, 3, 4
2023/6/5, 73, 28, 48, 10, 3, 5
2023/6/6, 81, 31, 56, 9, 3, 3
2023/6/7, 85, 36, 101, 10, 3, 4
2023/6/8, 92, 38, 107, 10, 4, 5
2023/6/9, 103, 32, 102, 7, 3, 3
2023/6/10, 68, 34, 58, 10, 3, 3
2023/6/11, 72, 10, 37, 6, 3, 2
2023/6/12, 30, 17, 26, 7, 3, 2
2023/6/13, 37, 49, 85, 9, 3, 3
2023/6/14, 74, 64, 88, 15, 4, 5
2023/6/15, 115, 40, 84, 9, 3, 3
2023/6/16, 112, 13, 58, 7, 3, 2
2023/6/17, 42, 15, 27, 13, 3, 2
2023/6/18, 48, 14, 32, 11, , 2
2023/6/19, 44, 33, 79, 11, 4, 6
2023/6/20, 87, 47, 105, 13, 3, 5
2023/6/21, 122, 53, 75, 12, 4, 4
2023/6/22, 127, 42, 63, 8, 3, 4
2023/6/23, 104, 9, 53, 4, 3, 2
2023/6/24, 32, 17, 45, 8, 3, 3
2023/6/25, 51, 32, 42, 10, 3, 3
2023/6/26, 66, 32, 52, 10, 3, 3
2023/6/27, 62, 35, 80, 8, 3, 3
2023/6/28, 73, 38, 78, 9, 3, 3
2023/6/29, 72, 17, 33, 10, 3, 4
2023/6/30, 61, 28, 77, 8, 3, 4
2023/1/2, 137, 25, 23, 15, 3, 6
2023/1/3, 56, 44, 30, 21, 3, 5
2023/1/4, 98, 50, 13, 33, 3, 5
2023/1/5, 101, 78, 34, 31, 3, 8
2023/1/6, 149, 101, 27, 30, 4, 11
2023/1/7, 173, 78, 40, 19, 3, 6
2023/1/8, 126, 75, 44, 23, 4, 8
2023/1/9, 129, 32, 24, 14, 2, 5
2023/1/10, 37, 38, 26, 19, 2, 5
2023/1/11, 65, 29, 22, 11, , 5
2023/1/12, 59, 23, 6, 18, 2, 8
2023/1/13, 66, 17, 22, 7, , 6
2023/1/14, 57, 28, 20, 7, 2, 7
2023/1/15, 72, 44, 21, 10, 3, 7
2023/1/16, 91, 54, 25, 12, 3, 7
2023/1/17, 124, 66, 30, 15, 4, 6
2023/1/18, 134, 76, 29, 22, 3, 6
2023/1/19, 127, 86, 30, 11, 3, 5
2023/1/20, 119, 55, 31, 7, 2, 2
2023/1/21, 66, 17, 24, 8, 2, 3
2023/1/22, 58, 27, 25, 6, 2, 3
2023/1/23, 47, 41, 24, 3, 2, 6
2023/1/24, 84, 23, 26, 4, 2, 6
2023/1/25, 52, 42, 28, 11, 3, 7
2023/1/26, 107, 57, 26, 6, 3, 7
2023/1/27, 101, 54, 25, 11, 4, 9
2023/1/28, 95, 57, 30, 16, 3, 7
2023/1/29, 109, 60, 35, 22, 3, 8
2023/1/30, 121, 52, 34, 16, 3, 6
2023/1/31, 112, 60, 39, 25, 4, 6
2023/2/1, 119, 42, 25, 8, 2, 3
2023/2/2, 55, 45, 24, 9, 3, 5
2023/2/3, 58, 30, 26, 13, 2, 4
2023/2/4, 64, 47, 36, 14, 2, 5
2023/2/5, 101, 28, 27, 17, 2, 5
2023/2/6, 81, 33, 34, 11, 3, 5
2023/2/7, 79, 52, 32, 12, 2, 6
2023/2/8, 109, 34, 31, 13, 2, 5
2023/2/9, 74, 23, 27, 11, 2, 6
2023/2/10, 68, 19, 29, 11, , 5
2023/2/11, 57, 23, 26, 14, 2, 6
2023/2/12, 69, 38, 35, 7, 2, 6
2023/2/13, 86, 35, 29, 8, 2, 5
2023/2/14, 67, 39, 26, 11, 2, 6
2023/2/15, 72, 43, 28, 15, 3, 6
2023/2/16, 91, 44, 25, 17, 2, 4
2023/2/17, 93, 67, 25, 31, 4, 5
2023/2/18, 130, 82, 29, 15, 3, 10
2023/2/19, 158, 57, 36, 15, 3, 6
2023/2/20, 103, 32, 27, 8, 2, 5
2023/2/21, 48, 27, 25, 10, 2, 5
2023/2/22, 48, 22, 20, 13, 2, 5
2023/2/23, 54, 39, 33, 13, 2, 6
2023/2/24, 94, 46, 30, 8, 2, 7
2023/2/25, 84, 34, 31, 10, 5, 5
2023/2/26, 66, 37, 32, 12, 2, 6
2023/2/27, 81, 46, 35, 16, 3, 6
2023/2/28, 91, 67, 43, 26, 3, 10
2023/3/1, 151, 58, 32, 15, 8, 7
2023/3/2, 112, 35, 25, 16, 2, 5
2023/3/3, 57, 47, 29, 18, 2, 4
2023/3/4, 72, 48, 31, 14, 2, 4
2023/3/5, 82, 66, 47, 21, 4, 5
2023/3/6, 123, 63, 44, 15, 3, 5
2023/3/7, 103, 61, 37, 16, 3, 6
2023/3/8, 109, 80, 51, 16, 3, 8
2023/3/9, 160, 84, 56, 18, 3, 6
2023/3/10, 143, 57, 55, 10, 3, 5
2023/3/11, 92, 58, 37, 10, 2, 5
2023/3/12, 95, 46, 35, 9, 3, 5
2023/3/13, 62, 46, 53, 10, 3, 5
2023/3/14, 60, 51, 54, 13, 3, 6
2023/3/15, 87, 64, 40, 6, 3, 5
2023/3/16, 65, 21, 36, 9, 2, 5
2023/3/17, 49, 33, 32, 10, 3, 6
2023/3/18, 73, 43, 40, 10, 3, 5
2023/3/19, 71, 47, 39, 11, 2, 6
2023/3/20, 99, 23, 17, 21, 2, 6
2023/3/21, 69, 42, 10, 24, 2, 7
2023/3/22, 99, 91, 35, 15, 2, 9
2023/3/23, 97, 80, 33, 9, 3, 5
2023/3/24, 82, 43, 31, 11, 3, 5
2023/3/25, 59, 59, 43, 9, 4, 6
2023/3/26, 79, 76, 57, 17, 3, 7
2023/3/27, 96, 67, 56, 18, 3, 6
2023/3/28, 107, 56, 40, 17, 3, 6
2023/3/29, 83, 64, 59, 15, 3, 7
2023/3/30, 135, 43, 40, 13, 3, 6
2023/3/31, 78, 51, 42, 22, 4, 6
2022/10/1, 77, 27, 41, 7, 2, 4
2022/10/2, 58, 33, 59, 10, 3, 4
2022/10/3, 72, 25, 24, 8, 2, 5
2022/10/4, 58, 23, 27, 6, 2, 5
2022/10/5, 66, 18, 26, 7, 2, 5
2022/10/6, 63, 20, 28, 8, 2, 5
2022/10/7, 51, 24, 35, 10, 2, 5
2022/10/8, 59, 36, 39, 12, 2, 7
2022/10/9, 85, 40, 28, 12, 3, 7
2022/10/10, 66, 30, 31, 14, 3, 6
2022/10/11, 68, 21, 36, 11, 3, 5
2022/10/12, 52, 22, 40, 11, 2, 5
2022/10/13, 48, 31, 38, 15, 2, 4
2022/10/14, 63, 32, 42, 12, 2, 4
2022/10/15, 76, 40, 41, 12, 2, 4
2022/10/16, 91, 47, 44, 8, 2, 4
2022/10/17, 93, 25, 27, 9, , 4
2022/10/18, 47, 22, 36, 12, 3, 4
2022/10/19, 58, 23, 36, 16, , 4
2022/10/20, 50, 34, 36, 21, 3, 4
2022/10/21, 65, 36, 31, 7, 2, 4
2022/10/22, 85, 38, 41, 6, 2, 5
2022/10/23, 84, 27, 37, 10, 2, 4
2022/10/24, 60, 23, 32, 9, 2, 4
2022/10/25, 53, 23, 24, 14, 2, 5
2022/10/26, 50, 16, 30, 12, 2, 5
2022/10/27, 49, 29, 35, 7, 2, 5
2022/10/28, 64, 26, 33, 10, 3, 5
2022/10/29, 62, 32, 32, 10, 2, 5
2022/10/30, 69, 25, 30, 10, 2, 5
2022/10/31, 59, 33, 37, 11, 3, 5
2022/11/1, 78, 48, 37, 11, 3, 6
2022/11/2, 101, 32, 35, 14, 3, 6
2022/11/3, 71, 33, 37, 7, 3, 6
2022/11/4, 69, 35, 32, 8, 3, 4
2022/11/5, 77, 24, 29, 11, , 4
2022/11/6, 58, 29, 37, 10, , 4
2022/11/7, 63, 27, 33, 13, 2, 5
2022/11/8, 62, 39, 35, 13, 2, 5
2022/11/9, 77, 50, 28, 10, 2, 5
2022/11/10, 111, 35, 34, 11, 2, 5
2022/11/11, 81, 30, 28, 7, 2, 5
2022/11/12, 68, 24, 21, 6, 2, 5
2022/11/13, 62, 40, 15, 13, 3, 6
2022/11/14, 84, 65, 16, 21, 3, 9
2022/11/15, 151, 69, 36, 22, 3, 7
2022/11/16, 153, 15, 28, 8, 2, 4
2022/11/17, 48, 23, 23, 10, 2, 5
2022/11/18, 49, 36, 19, 17, 2, 6
2022/11/19, 84, 51, 21, 14, 2, 8
2022/11/20, 132, 50, 22, 20, 2, 8
2022/11/21, 117, 40, 26, 15, 2, 7
2022/11/22, 109, 22, 24, 13, 2, 6
2022/11/23, 55, 36, 27, 20, , 6
2022/11/24, 79, 41, 27, 19, 3, 6
2022/11/25, 71, 59, 30, 22, 3, 8
2022/11/26, 124, 40, 25, 13, 2, 6
2022/11/27, 76, 25, 24, 10, 2, 6
2022/11/28, 53, 23, 24, 8, 2, 7
2022/11/29, 58, 23, 20, 8, 3, 6
2022/11/30, 50, 33, 13, 12, 3, 7
2022/12/1, 67, 44, 9, 18, 3, 8
2022/12/2, 88, 34, 20, 20, 2, 8
2022/12/3, 83, 27, 21, 7, , 6
2022/12/4, 55, 18, 20, 8, 2, 4
2022/12/5, 54, 30, 16, 19, 3, 6
2022/12/6, 63, 51, 32, 25, 3, 7
2022/12/7, 87, 52, 24, 27, 3, 7
2022/12/8, 97, 30, 15, 22, 3, 7
2022/12/9, 69, 49, 24, 19, 3, 10
2022/12/10, 129, 43, 25, 8, 3, 6
2022/12/11, 90, 43, 20, 16, 3, 7
2022/12/12, 85, 94, 18, 22, 4, 9
2022/12/13, 146, 69, 20, 15, 3, 7
2022/12/14, 83, 51, 19, 22, 3, 6
2022/12/15, 71, 33, 23, 17, 2, 6
2022/12/16, 62, 44, 20, 8, 2, 7
2022/12/17, 82, 53, 16, 14, 3, 4
2022/12/18, 65, 53, 18, 25, 3, 5
2022/12/19, 81, 41, 28, 23, 3, 5
2022/12/20, 71, 64, 21, 20, 3, 7
2022/12/21, 120, 75, 22, 21, 3, 7
2022/12/22, 120, 33, 19, 13, 3, 6
2022/12/23, 62, 47, 23, 17, 4, 6
2022/12/24, 93, 43, 23, 15, 3, 7
2022/12/25, 90, 50, 18, 23, 3, 9
2022/12/26, 111, 68, 24, 22, 4, 9
2022/12/27, 155, 74, 27, 20, 4, 10
2022/12/28, 161, 38, 23, 17, 3, 7
2022/12/29, 87, 41, 17, 25, 3, 8
2022/12/30, 88, 69, 30, 31, 4, 9
2022/12/31, 157, 75, 11, 46, 4, 9
2023/1/1, 162, 61, 25, 20, 3, 8
2022/7/1, 32, 16, 17, 3, , 3
2022/7/2, 34, 15, 20, 4, 2, 2
2022/7/3, 40, 16, 21, 5, 2, 3
2022/7/4, 39, 31, 67, 5, 2, 3
2022/7/5, 76, 32, 59, 5, 2, 3
2022/7/6, 67, 37, 69, 12, 2, 4
2022/7/7, 73, 36, 61, 11, 2, 4
2022/7/8, 70, 36, 90, 9, 2, 4
2022/7/9, 82, 47, 80, 7, 2, 4
2022/7/10, 108, 27, 72, 11, 2, 4
2022/7/11, 43, 43, 75, 12, 2, 4
2022/7/12, 89, 50, 102, 10, 2, 4
2022/7/13, 109, 45, 112, 10, 2, 5
2022/7/14, 89, 44, 68, 11, 2, 5
2022/7/15, 89, 36, 49, 13, 2, 6
2022/7/16, 70, 45, 76, 9, 2, 5
2022/7/17, 106, 31, 57, 8, 2, 5
2022/7/18, 73, 27, 42, 10, 2, 5
2022/7/19, 68, 37, 63, 8, 2, 4
2022/7/20, 85, 27, 48, 10, 2, 5
2022/7/21, 64, 45, 118, 8, 2, 7
2022/7/22, 103, 45, 52, 7, 5, 5
2022/7/23, 105, 41, 89, 8, 3, 8
2022/7/24, 78, 35, 69, 5, 2, 5
2022/7/25, 80, 38, 77, 10, 2, 5
2022/7/26, 69, 44, 102, 17, 2, 6
2022/7/27, 87, 41, 59, 8, 2, 3
2022/7/28, 77, 18, 14, 3, 2, 3
2022/7/29, 36, 20, 20, 7, 2, 4
2022/7/30, 54, 27, 39, 7, 2, 5
2022/7/31, 64, 29, 52, 8, 2, 5
2022/8/1, 68, 45, 67, 6, , 4
2022/8/2, 100, 21, 39, 5, , 4
2022/8/3, 47, 50, 50, 5, 2, 4
2022/8/4, 86, 41, 99, 8, 3, 4
2022/8/5, 68, 38, 51, 16, 2, 6
2022/8/6, 70, 27, 68, 8, 3, 5
2022/8/7, 54, 20, 45, 7, 2, 4
2022/8/8, 38, 25, 73, 6, 3, 4
2022/8/9, 50, 30, 87, 9, 3, 5
2022/8/10, 63, 37, 91, 15, 2, 6
2022/8/11, 75, 44, 77, 18, 3, 6
2022/8/12, 83, 43, 81, 12, 2, 6
2022/8/13, 84, 36, 81, 9, 2, 5
2022/8/14, 69, 32, 95, 8, 2, 5
2022/8/15, 57, 32, 75, 11, 2, 6
2022/8/16, 66, 34, 68, 13, 2, 8
2022/8/17, 70, 32, 80, 11, 2, 5
2022/8/18, 68, 27, 81, 8, 2, 4
2022/8/19, 53, 39, 77, 14, 3, 6
2022/8/20, 73, 34, 37, 11, 2, 6
2022/8/21, 65, 44, 80, 10, 2, 4
2022/8/22, 104, 42, 98, 12, 3, 5
2022/8/23, 83, 30, 37, 7, 2, 4
2022/8/24, 44, 25, 40, 8, 2, 3
2022/8/25, 33, 28, 40, 9, 2, 4
2022/8/26, 31, 22, 44, 8, 2, 4
2022/8/27, 56, 22, 40, 6, 2, 4
2022/8/28, 35, 29, 65, 7, 2, 4
2022/8/29, 49, 41, 48, 10, 2, 6
2022/8/30, 74, 17, 36, 8, 2, 5
2022/8/31, 43, 23, 54, 6, 2, 5
2022/9/1, 53, 22, 41, 7, 2, 4
2022/9/2, 45, 14, 26, 6, 2, 4
2022/9/3, 24, 17, 19, 4, , 4
2022/9/4, 26, 9, 36, 4, 2, 5
2022/9/5, 24, 49, 103, 11, 2, 8
2022/9/6, 97, 58, 101, 13, 2, 6
2022/9/7, 108, 36, 51, 14, 2, 5
2022/9/8, 58, 25, 46, 9, 2, 5
2022/9/9, 32, 23, 53, 7, 2, 5
2022/9/10, 40, 28, 34, 7, 2, 5
2022/9/11, 45, 24, 25, 10, 2, 5
2022/9/12, 49, 17, 26, 7, , 5
2022/9/13, 29, 16, 24, 6, 2, 5
2022/9/14, 25, 17, 28, 6, , 6
2022/9/15, 30, 41, 47, 12, 3, 7
2022/9/16, 87, 43, 46, 16, 2, 7
2022/9/17, 100, 30, 73, 8, 2, 5
2022/9/18, 67, 49, 66, 6, 2, 6
2022/9/19, 68, 33, 39, 6, 2, 4
2022/9/20, 36, 25, 29, 9, 2, 4
2022/9/21, 28, 30, 38, 11, 2, 4
2022/9/22, 39, 44, 52, 12, 2, 5
2022/9/23, 56, 23, 33, 7, 2, 4
2022/9/24, 41, 24, 36, 10, 2, 4
2022/9/25, 41, 30, 39, 12, 2, 5
2022/9/26, 61, 19, 39, 8, 2, 4
2022/9/27, 42, 23, 31, 15, 2, 5
2022/9/28, 54, 19, 36, 17, 2, 5
2022/9/29, 47, 24, 28, 13, 2, 5
2022/9/30, 47, 34, 24, 9, 2, 4
2022/4/1, 59, 29, 48, 6, 2, 4
2022/4/2, 62, 19, 49, 7, , 4
2022/4/3, 51, 27, 55, 6, 2, 4
2022/4/4, 65, 33, 46, 8, 3, 5
2022/4/5, 65, 48, 71, 11, 3, 6
2022/4/6, 96, 51, 95, 8, 3, 5
2022/4/7, 99, 47, 83, 9, 2, 5
2022/4/8, 86, 44, 80, 7, 2, 5
2022/4/9, 69, 45, 65, 5, 2, 5
2022/4/10, 83, 46, 90, 7, 3, 5
2022/4/11, 83, 36, 72, 10, 2, 5
2022/4/12, 74, 17, 42, 7, 2, 5
2022/4/13, 51, 10, 33, 5, 2, 5
2022/4/14, 28, 24, 71, 4, 2, 5
2022/4/15, 48, 46, 59, 6, 2, 6
2022/4/16, 96, 31, 61, 7, 2, 5
2022/4/17, 64, 28, 54, 7, 2, 5
2022/4/18, 57, 46, 86, 9, 3, 6
2022/4/19, 97, 57, 101, 8, 3, 6
2022/4/20, 111, 53, 81, 6, 3, 7
2022/4/21, 120, 46, 80, 8, 3, 7
2022/4/22, 99, 21, 41, 6, 3, 5
2022/4/23, 59, 11, 39, 3, , 5
2022/4/24, 31, 22, 39, 4, 2, 5
2022/4/25, 59, 21, 31, 8, 2, 6
2022/4/26, 57, 49, 45, 4, 2, 5
2022/4/27, 59, 67, 41, 5, , 5
2022/4/28, 64, 22, 46, 4, , 5
2022/4/29, 46, 26, 46, 6, 2, 6
2022/4/30, 58, 29, 48, 5, 2, 6
2022/5/1, 67, 48, 73, 7, 2, 7
2022/5/2, 105, 52, 105, 16, 3, 7
2022/5/3, 111, 46, 76, 5, 2, 5
2022/5/4, 105, 26, 57, 4, 2, 5
2022/5/5, 58, 21, 63, 4, 2, 5
2022/5/6, 56, 14, 37, 4, 2, 5
2022/5/7, 44, 22, 49, 4, 2, 5
2022/5/8, 48, 20, 46, 5, 2, 5
2022/5/9, 44, 23, 44, 3, 2, 5
2022/5/10, 56, 23, 42, 5, 2, 5
2022/5/11, 61, 18, 41, 5, , 5
2022/5/12, 56, 19, 45, 6, 2, 6
2022/5/13, 55, 26, 55, 5, 2, 6
2022/5/14, 63, 32, 63, 9, 4, 7
2022/5/15, 74, 44, 85, 9, 3, 7
2022/5/16, 95, 51, 95, 8, 3, 7
2022/5/17, 110, 33, 81, 7, 3, 6
2022/5/18, 74, 32, 56, 6, 3, 6
2022/5/19, 76, 29, 31, 12, 2, 6
2022/5/20, 79, 17, 47, 6, 2, 5
2022/5/21, 54, 27, 69, 4, 2, 6
2022/5/22, 72, 17, 54, 4, 2, 5
2022/5/23, 49, 11, 48, 3, 2, 6
2022/5/24, 41, 16, 41, 6, 2, 5
2022/5/25, 47, 28, 32, 12, 2, 6
2022/5/26, 75, 43, 99, 7, 3, 6
2022/5/27, 107, 21, 59, 5, 3, 6
2022/5/28, 60, 15, 37, 7, 2, 7
2022/5/29, 50, 37, 54, 10, 3, 8
2022/5/30, 93, 16, 50, 6, 2, 5
2022/5/31, 35, 39, 62, 8, 2, 8
2022/6/1, 97, 43, 49, 6, 2, 7
2022/6/2, 111, 14, 39, 4, 2, 5
2022/6/3, 47, 23, 38, 6, 2, 5
2022/6/4, 61, 21, 27, 10, 2, 6
2022/6/5, 60, 32, 91, 7, 2, 7
2022/6/6, 79, 36, 53, 6, 2, 7
2022/6/7, 89, 19, 57, 7, 3, 5
2022/6/8, 57, 33, 69, 5, , 4
2022/6/9, 74, 19, 43, 7, 2, 3
2022/6/10, 51, 19, 48, 4, , 3
2022/6/11, 53, 28, 42, 7, 3, 3
2022/6/12, 72, 12, 35, 8, 2, 3
2022/6/13, 36, 45, 94, 10, 2, 5
2022/6/14, 108, 54, 104, 11, 3, 5
2022/6/15, 130, 54, 95, 10, 3, 5
2022/6/16, 110, 47, 111, 8, 3, 5
2022/6/17, 89, 31, 56, 7, 3, 4
2022/6/18, 56, 42, 52, 12, 3, 5
2022/6/19, 86, 14, 32, 7, 3, 4
2022/6/20, 35, 22, 44, 8, 3, 3
2022/6/21, 42, 37, 55, 8, 3, 4
2022/6/22, 77, 29, 51, 7, 3, 3
2022/6/23, 59, 22, 31, 13, 3, 4
2022/6/24, 40, 29, 74, 8, 3, 3
2022/6/25, 64, 30, 59, 6, 3, 3
2022/6/26, 55, 24, 54, 5, 3, 2
2022/6/27, 42, 26, 46, 5, 3, 2
2022/6/28, 54, 26, 40, 6, 2, 3
2022/6/29, 53, 21, 31, 4, , 3
2022/6/30, 29, 19, 26, 4, , 3
2022/1/3, 132, 37, 44, 27, 2, 9
2022/1/4, 104, 14, 34, 12, 2, 7
2022/1/5, 42, 17, 35, 9, 2, 7
2022/1/6, 40, 25, 26, 16, 2, 7
2022/1/7, 67, 26, 27, 21, 2, 7
2022/1/8, 78, 42, 28, 20, 3, 9
2022/1/9, 117, 68, 22, 24, 3, 13
2022/1/10, 165, 41, 28, 13, 2, 11
2022/1/11, 109, 34, 21, 23, 2, 10
2022/1/12, 89, 43, , 22, 2, 11
2022/1/13, 117, 23, , 18, 2, 4
2022/1/14, 51, 45, 8, 28, 2, 7
2022/1/15, 130, 55, 38, 26, 2, 8
2022/1/16, 145, 24, 22, 21, 2, 4
2022/1/17, 54, 29, 38, 17, 2, 5
2022/1/18, 80, 26, 25, 23, 2, 5
2022/1/19, 68, 31, 31, 11, 2, 5
2022/1/20, 77, 17, 33, 11, 2, 5
2022/1/21, 37, 15, 17, 24, 2, 6
2022/1/22, 52, 13, 33, 16, 2, 5
2022/1/23, 41, 37, 32, 10, 2, 9
2022/1/24, 107, 67, 27, 16, 2, 10
2022/1/25, 162, 47, 32, 16, 2, 8
2022/1/26, 120, 42, 36, 10, 2, 8
2022/1/27, 99, 25, 30, 8, 2, 4
2022/1/28, 49, 26, 33, 7, 2, 5
2022/1/29, 67, 24, 33, 9, 2, 5
2022/1/30, 65, 56, 43, 17, 3, 9
2022/1/31, 137, 79, 39, 9, 2, 7
2022/2/1, 143, 32, 39, 7, 2, 5
2022/2/2, 78, 16, 37, 7, 2, 5
2022/2/3, 50, 29, 42, 10, 2, 6
2022/2/4, 76, 48, 39, 9, 2, 7
2022/2/5, 112, 23, 36, 6, 2, 2
2022/2/6, 53, 10, 35, 7, 2, 2
2022/2/7, 22, 11, 31, 9, 2, 2
2022/2/8, 28, 20, 29, 14, 2, 3
2022/2/9, 55, 25, 39, 9, 2, 3
2022/2/10, 71, 45, 44, 12, 2, 4
2022/2/11, 109, 50, 37, 17, 2, 4
2022/2/12, 106, 49, 40, 13, 2, 4
2022/2/13, 108, 47, 44, 13, 2, 4
2022/2/14, 99, 53, 31, 10, 2, 4
2022/2/15, 114, 36, 37, 12, 2, 3
2022/2/16, 78, 25, 38, 7, , 3
2022/2/17, 56, 22, 32, 11, 2, 1
2022/2/18, 44, 30, 34, 8, 2, 2
2022/2/19, 75, 32, 35, 8, 2, 2
2022/2/20, 64, 40, 34, 17, 3, 2
2022/2/21, 81, 56, 37, 22, 4, 4
2022/2/22, 125, 38, 40, 10, 2, 2
2022/2/23, 80, 24, 35, 17, 2, 3
2022/2/24, 52, 27, 37, 15, 2, 2
2022/2/25, 58, 50, 47, 17, 2, 4
2022/2/26, 109, 61, 41, 13, 2, 4
2022/2/27, 98, 60, 73, 16, 2, 4
2022/2/28, 117, 79, 46, 17, 2, 7
2022/3/1, 165, 66, 41, 18, 2, 5
2022/3/2, 136, 72, 61, 19, 2, 5
2022/3/3, 132, 46, 35, 17, 2, 4
2022/3/4, 94, 79, 36, 13, 2, 4
2022/3/5, 98, 34, 38, 8, 2, 3
2022/3/6, 33, 40, 32, 18, 3, 5
2022/3/7, 59, 58, 44, 26, 2, 5
2022/3/8, 100, 63, 47, 15, 2, 4
2022/3/9, 113, 64, 58, 12, 2, 4
2022/3/10, 92, 59, 41, 26, 3, 5
2022/3/11, 92, 48, 53, 19, 2, 4
2022/3/12, 85, 47, 50, 14, 2, 4
2022/3/13, 87, 58, 43, 19, 2, 5
2022/3/14, 119, 54, 48, 12, 2, 5
2022/3/15, 88, 54, 73, 17, 2, 5
2022/3/16, 91, 17, 30, 10, 2, 4
2022/3/17, 43, 29, 30, 13, 2, 6
2022/3/18, 73, 56, 32, 13, 2, 6
2022/3/19, 129, 19, 35, 8, 2, 4
2022/3/20, 50, 8, 39, 6, , 4
2022/3/21, 20, 25, 42, 7, 2, 4
2022/3/22, 41, 28, 45, 9, 2, 4
2022/3/23, 60, 25, 45, 13, 2, 4
2022/3/24, 45, 18, 39, 7, 2, 4
2022/3/25, 44, 33, 43, 8, 2, 6
2022/3/26, 80, 59, 43, 16, 3, 6
2022/3/27, 93, 28, 45, 5, 2, 4
2022/3/28, 42, 27, 48, 7, , 4
2022/3/29, 49, 38, 62, 8, 2, 5
2022/3/30, 81, 40, 42, 6, 2, 5
2022/3/31, 81, 30, 48, 5, , 4
2021/10/1, 51, 33, 87, 9, 3, 3
2021/10/2, 66, 38, 58, 5, 3, 2
2021/10/3, 58, 36, 43, 4, 3, 2
2021/10/4, 53, 33, 49, 5, , 2
2021/10/5, 49, 33, 32, 5, 3, 2
2021/10/6, 42, 17, 23, 8, 2, 2
2021/10/7, 36, 24, 31, 9, 3, 3
2021/10/8, 47, 22, 29, 9, 3, 3
2021/10/9, 42, 24, 26, 8, 3, 3
2021/10/10, 43, 12, 27, 6, 3, 4
2021/10/11, 29, 29, 33, 6, 3, 4
2021/10/12, 33, 21, 17, 11, 3, 3
2021/10/13, 33, 27, 17, 10, 3, 3
2021/10/14, 51, 23, 33, 11, 3, 4
2021/10/15, 57, 13, 32, 4, , 4
2021/10/16, 27, 22, 29, 4, , 4
2021/10/17, 30, 26, 22, 14, 3, 4
2021/10/18, 26, 46, 35, 20, 3, 6
2021/10/19, 89, 19, 30, 12, 3, 4
2021/10/20, 40, 28, 25, 15, 3, 6
2021/10/21, 63, 56, 40, 15, 3, 7
2021/10/22, 138, 29, 41, 16, 3, 5
2021/10/23, 59, 25, 39, 18, 3, 4
2021/10/24, 41, 27, 39, 19, 3, 4
2021/10/25, 55, 31, 40, 26, 3, 5
2021/10/26, 69, 42, 48, 26, 3, 5
2021/10/27, 102, 34, 36, 18, 3, 4
2021/10/28, 64, 34, 42, 19, 3, 5
2021/10/29, 58, 35, 44, 19, 4, 5
2021/10/30, 60, 27, 38, 18, 3, 4
2021/10/31, 54, 50, 59, 21, 3, 5
2021/11/1, 125, 41, 38, 13, 3, 5
2021/11/2, 98, 43, 33, 23, 3, 4
2021/11/3, 72, 41, 44, 16, 3, 4
2021/11/4, 77, 18, 40, 9, , 4
2021/11/5, 57, 18, 36, 10, 3, 4
2021/11/6, 44, 19, 32, 9, 2, 4
2021/11/7, 37, 27, 24, 8, 3, 4
2021/11/8, 62, 40, 25, 15, 4, 5
2021/11/9, 77, 47, 24, 21, 4, 5
2021/11/10, 79, 50, 25, 27, 5, 7
2021/11/11, 95, 46, 24, 28, 5, 7
2021/11/12, 94, 58, 24, 35, 6, 7
2021/11/13, 124, 61, 33, 35, 4, 6
2021/11/14, 133, 65, 55, 36, 4, 6
2021/11/15, 140, 55, 44, 28, 3, 5
2021/11/16, 116, 50, 37, 21, 3, 6
2021/11/17, 113, 28, 28, 19, 2, 4
2021/11/18, 66, 39, 41, 18, 3, 4
2021/11/19, 76, 41, 39, 17, 2, 4
2021/11/20, 79, 43, 25, 19, 2, 5
2021/11/21, 92, 65, 20, 11, 3, 6
2021/11/22, 103, 57, 15, 19, 4, 7
2021/11/23, 78, 60, 17, 33, 4, 7
