date, pm25, pm10, o3, no2, so2, co
2021/11/24, 101, 62, 17, 37, 4, 8
2021/11/25, 116, 72, 37, 39, 4, 11
2021/11/26, 153, 40, 37, 21, 2, 5
2021/11/27, 66, 24, 29, 15, 2, 2
2021/11/28, 35, 30, 17, 23, 2, 3
2021/11/29, 58, 47, 23, 12, 2, 5
2021/11/30, 114, 32, 20, 11, 3, 4
2021/12/1, 67, 34, 18, 23, 3, 5
2021/12/2, 79, 58, 19, 33, 5, 7
2021/12/3, 121, 51, 22, 34, 4, 5
2021/12/4, 108, 31, 31, 26, 2, 3
2021/12/5, 60, 32, 28, 26, 2, 3
2021/12/6, 68, 47, 46, 27, 3, 6
2021/12/7, 122, 43, 33, 18, 2, 5
2021/12/8, 98, 52, 19, 37, 3, 7
2021/12/9, 110, 79, 40, 34, 4, 10
2021/12/10, 175, 62, 43, 25, 2, 7
2021/12/11, 146, 49, 35, 13, 2, 7
2021/12/12, 127, 33, 25, 16, 3, 6
2021/12/13, 67, 50, 11, 33, 3, 7
2021/12/14, 110, 50, 15, 33, 3, 10
2021/12/15, 134, 36, 23, 23, 2, 8
2021/12/16, 103, 65, 28, 9, 2, 7
2021/12/17, 103, 41, 22, 18, 2, 7
2021/12/18, 72, 56, 18, 31, 4, 9
2021/12/19, 118, 55, 26, 36, 5, 9
2021/12/20, 127, 72, 9, 54, 5, 13
2021/12/21, 159, 66, 35, 39, 4, 11
2021/12/22, 157, 28, 31, 31, 2, 8
2021/12/23, 57, 33, 27, 22, 2, 7
2021/12/24, 62, 25, 28, 6, 2, 6
2021/12/25, 47, 32, 22, 12, 2, 7
2021/12/26, 73, 40, 16, 21, 3, 9
2021/12/27, 88, 53, 4, 39, 4, 11
2021/12/28, 131, 61, 22, 31, 4, 11
2021/12/29, 149, 73, 15, 40, 6, 14
2021/12/30, 166, 44, 31, 29, 3, 10
2021/12/31, 111, 21, 21, 22, 3, 6
2022/1/1, 45, 53, 39, 27, 3, 10
2022/1/2, 137, 49, 27, 36, 3, 10
2021/7/1, 59, 24, 21, 10, 2, 5
2021/7/2, 64, 31, 36, 10, 3, 5
2021/7/3, 81, 32, 32, 11, 2, 6
2021/7/4, 94, 38, 72, 9, 3, 4
2021/7/5, 82, 26, 45, 6, 3, 4
2021/7/6, 46, 33, 65, 8, 3, 5
2021/7/7, 69, 31, 33, 17, 3, 6
2021/7/8, 73, 25, 56, 11, 3, 5
2021/7/9, 64, 22, 62, 10, 3, 5
2021/7/10, 49, 46, 90, 13, 3, 4
2021/7/11, 104, 43, 89, 10, 3, 4
2021/7/12, 92, 40, 73, 9, 3, 3
2021/7/13, 73, 28, 62, 6, 3, 3
2021/7/14, 54, 22, 46, 5, 3, 2
2021/7/15, 40, 18, 30, 5, 3, 2
2021/7/16, 29, 18, 32, 4, 3, 2
2021/7/17, 30, 21, 40, 4, 3, 3
2021/7/18, 53, 17, 26, 4, 3, 2
2021/7/19, 38, 24, 17, 5, 3, 2
2021/7/20, 28, 19, 28, 4, 3, 2
2021/7/21, 38, 24, 28, 3, 3, 3
2021/7/22, 40, 23, 24, 3, 3, 3
2021/7/23, 43, 19, 17, 2, 2, 3
2021/7/24, 33, 11, 30, 1, 1, 3
2021/7/25, 17, 8, 27, 2, 1, 3
2021/7/26, 20, 14, 26, 4, 2, 3
2021/7/27, 36, 19, 25, 5, 2, 3
2021/7/28, 43, 26, 49, 9, 2, 4
2021/7/29, 62, 34, 94, 13, 2, 6
2021/7/30, 83, 36, 37, 9, 2, 5
2021/7/31, 94, 23, 35, 11, 2, 4
2021/8/1, 63, 15, 23, 7, 2, 3
2021/8/2, 37, 17, 19, 6, 2, 3
2021/8/3, 31, 20, 21, 5, 2, 3
2021/8/4, 35, 20, 14, 5, 2, 3
2021/8/5, 29, 22, 16, 6, 2, 3
2021/8/6, 35, 17, 28, 5, 2, 2
2021/8/7, 46, 20, 40, 6, 2, 2
2021/8/8, 41, 34, 77, 9, 2, 3
2021/8/9, 70, 25, 43, 7, 2, 3
2021/8/10, 63, 20, 28, 13, 2, 4
2021/8/11, 51, 16, 30, 12, 2, 3
2021/8/12, 44, 10, 33, 7, 2, 3
2021/8/13, 20, 11, 40, 9, 2, 3
2021/8/14, 32, 9, 34, 10, 2, 4
2021/8/15, 25, 14, 25, 13, 2, 4
2021/8/16, 40, 16, 34, 12, 2, 3
2021/8/17, 46, 25, 48, 11, 2, 3
2021/8/18, 60, 28, 68, 8, 2, 3
2021/8/19, 64, 30, 62, 7, , 3
2021/8/20, 64, 36, 56, 12, 2, 5
2021/8/21, 84, 28, 51, 8, 2, 3
2021/8/22, 76, 29, 64, 9, 2, 2
2021/8/23, 53, 43, 50, 14, 2, 5
2021/8/24, 101, 40, 79, 15, 2, 6
2021/8/25, 93, 47, 71, 20, 2, 4
2021/8/26, 100, 35, 59, 14, 2, 3
2021/8/27, 81, 37, 67, 11, 2, 4
2021/8/28, 84, 27, 46, 7, 2, 3
2021/8/29, 50, 22, 44, 7, 2, 3
2021/8/30, 39, 24, 46, 6, 2, 3
2021/8/31, 42, 40, 93, 11, 2, 5
2021/9/1, 75, 39, 47, 15, 2, 6
2021/9/2, 87, 19, 34, 12, 2, 6
2021/9/3, 58, 16, 37, 7, , 3
2021/9/4, 37, 25, 45, 7, , 3
2021/9/5, 49, 49, 61, 17, 3, 10
2021/9/6, 116, 33, 44, 9, 2, 7
2021/9/7, 85, 14, 39, 7, 2, 4
2021/9/8, 32, 23, 46, 8, 2, 4
2021/9/9, 38, 20, 34, 11, 2, 4
2021/9/10, 45, 14, 22, 11, 2, 3
2021/9/11, 32, 9, 20, 6, 2, 3
2021/9/12, 18, 8, 16, 1, , 2
2021/9/13, 17, 15, 37, 3, 2, 5
2021/9/14, 33, 21, 34, 6, 2, 5
2021/9/15, 44, 21, 35, 7, 2, 3
2021/9/16, 42, 28, 43, 13, 3, 4
2021/9/17, 59, 28, 41, 14, 2, 3
2021/9/18, 50, 37, 67, 7, 2, 3
2021/9/19, 72, 34, 62, 7, 2, 5
2021/9/20, 74, 29, 75, 7, 3, 7
2021/9/21, 77, 44, 84, 12, 3, 7
2021/9/22, 98, 45, 71, 11, 3, 7
2021/9/23, 80, 32, 61, 9, , 6
2021/9/24, 75, 21, 46, 6, 2, 3
2021/9/25, 36, 27, 47, 6, 3, 2
2021/9/26, 45, 41, 53, 8, 3, 3
2021/9/27, 74, 42, 75, 10, 3, 4
2021/9/28, 82, 36, 77, 12, 3, 5
2021/9/29, 81, 11, 42, 8, 2, 3
2021/9/30, 26, 23, 67, 10, 3, 3
2021/4/1, 86, 53, 20, 22, 3, 9
2021/4/2, 137, 48, 28, 18, 3, 6
2021/4/3, 130, 37, 43, 7, 4, 4
2021/4/4, 72, 28, 44, 8, 3, 2
2021/4/5, 51, 27, 40, 10, 3, 3
2021/4/6, 47, 30, 41, 17, 4, 3
2021/4/7, 71, 35, 56, 17, 5, 4
2021/4/8, 98, 33, 43, 13, 4, 3
2021/4/9, 75, 38, 45, 12, 3, 3
2021/4/10, 69, 26, 34, 15, 3, 3
2021/4/11, 58, 30, 30, 18, 3, 7
2021/4/12, 83, 49, 40, 15, 4, 7
2021/4/13, 123, 22, 37, 9, 3, 3
2021/4/14, 50, 34, 35, 12, 4, 3
2021/4/15, 44, 50, 55, 19, 4, 6
2021/4/16, 126, 85, 39, 17, 4, 5
2021/4/17, 133, 48, 44, 13, 4, 3
2021/4/18, 58, 45, 56, 14, 4, 3
2021/4/19, 63, 37, 51, 8, 3, 3
2021/4/20, 58, 45, 45, 6, 4, 3
2021/4/21, 65, 44, 34, 11, 3, 3
2021/4/22, 67, 56, 32, 16, 4, 6
2021/4/23, 143, 34, 21, 16, 3, 4
2021/4/24, 94, 34, 35, 14, 2, 3
2021/4/25, 78, 31, 47, 10, 2, 3
2021/4/26, 68, 41, 27, 20, 2, 4
2021/4/27, 98, 50, 52, 17, 2, 5
2021/4/28, 136, 67, 68, 20, 3, 6
2021/4/29, 130, 66, 71, 16, 3, 5
2021/4/30, 96, 40, 50, 8, 2, 5
2021/5/1, 77, 32, 44, 7, 2, 4
2021/5/2, 65, 50, 59, 5, 2, 4
2021/5/3, 69, 30, 37, 9, 2, 6
2021/5/4, 71, 59, 80, 11, 3, 8
2021/5/5, 136, 57, 69, 10, 2, 4
2021/5/6, 74, 137, 64, 14, 3, 6
2021/5/7, 130, 127, 69, 16, 3, 6
2021/5/8, 152, 64, 85, 18, 3, 6
2021/5/9, 134, 40, 71, 11, 2, 4
2021/5/10, 68, 44, 23, 24, 2, 7
2021/5/11, 121, 24, 36, 11, 2, 3
2021/5/12, 70, 21, 34, 10, 2, 3
2021/5/13, 65, 31, 27, 14, 2, 4
2021/5/14, 87, 40, 62, 12, 2, 4
2021/5/15, 94, 21, 39, 12, 2, 5
2021/5/16, 60, 35, 57, 10, 2, 7
2021/5/17, 100, 25, 38, 14, 2, 4
2021/5/18, 66, 17, 45, 9, , 3
2021/5/19, 48, 29, 36, 13, 3, 6
2021/5/20, 84, 33, 58, 13, 2, 4
2021/5/21, 89, 24, 58, 8, , 3
2021/5/22, 70, 16, 41, 9, 2, 3
2021/5/23, 51, 32, 85, 12, 3, 6
2021/5/24, 85, 66, 95, 16, 3, 6
2021/5/25, 143, 35, 40, 17, 2, 5
2021/5/26, 93, 47, 59, 14, 2, 7
2021/5/27, 121, 45, 50, 15, 2, 6
2021/5/28, 101, 47, 82, 13, 3, 3
2021/5/29, 78, 50, 79, 11, 3, 4
2021/5/30, 125, 33, 60, 9, 2, 3
2021/5/31, 79, 36, 40, 8, 2, 3
2021/6/1, 80, 24, 36, 6, 2, 2
2021/6/2, 63, 45, 45, 18, 2, 5
2021/6/3, 120, 38, 64, 12, 2, 5
2021/6/4, 104, 42, 97, 13, 3, 4
2021/6/5, 98, 43, 108, 11, 4, 4
2021/6/6, 84, 32, 50, 11, 2, 3
2021/6/7, 48, 20, 38, 11, 2, 3
2021/6/8, 45, 23, 20, 9, 2, 2
2021/6/9, 56, 18, 26, 9, , 3
2021/6/10, 43, 23, 40, 15, 2, 5
2021/6/11, 71, 19, 30, 12, 2, 
2021/6/12, 57, 32, 28, 14, 2, 4
2021/6/13, 91, 39, 21, 14, 2, 3
2021/6/14, 110, 37, 35, 14, 2, 4
2021/6/15, 95, 20, 25, 11, 2, 5
2021/6/16, 60, 19, 24, 11, 2, 3
2021/6/17, 54, 41, 31, 18, 2, 6
2021/6/18, 113, 13, 31, 15, 2, 4
2021/6/19, 46, 25, 45, 15, 2, 4
2021/6/20, 71, 37, 70, 11, 2, 4
2021/6/21, 98, 33, 46, 11, 3, 4
2021/6/22, 80, 36, 54, 12, 3, 4
2021/6/23, 74, 42, 60, 12, 3, 4
2021/6/24, 79, 32, 44, 6, 2, 4
2021/6/25, 62, 18, 27, 6, 2, 3
2021/6/26, 36, 18, 27, 9, 2, 4
2021/6/27, 53, 15, 30, 6, 2, 4
2021/6/28, 44, 18, 34, 7, 2, 4
2021/6/29, 49, 19, 30, 7, 2, 4
2021/6/30, 48, 24, 32, 7, 3, 4
2021/1/4, 73, 41, 25, 14, 3, 6
2021/1/5, 96, 40, 21, 15, 4, 6
2021/1/6, 92, 65, 21, 10, 4, 5
2021/1/7, 75, 49, 20, 15, 5, 6
2021/1/8, 75, 55, 19, 27, 7, 8
2021/1/9, 103, 62, 14, 35, 8, 10
2021/1/10, 138, 61, 18, 29, 7, 8
2021/1/11, 133, 96, 26, 27, 5, 7
2021/1/12, 113, 75, 17, 33, 6, 6
2021/1/13, 126, 70, 32, 35, 7, 5
2021/1/14, 137, 67, 35, 23, 5, 6
2021/1/15, 121, 61, 26, 8, 2, 3
2021/1/16, 85, 62, 23, 16, 4, 6
2021/1/17, 106, 80, , 37, 5, 8
2021/1/18, 153, 57, 18, 26, 3, 6
2021/1/19, 112, 32, 24, 14, 2, 4
2021/1/20, 48, 43, 14, 24, 3, 5
2021/1/21, 89, 69, 1, 23, 2, 6
2021/1/22, 109, 41, , 15, 2, 7
2021/1/23, 126, 51, 18, 19, 3, 7
2021/1/24, 144, 27, 25, 21, 2, 4
2021/1/25, 63, 25, 22, 23, 2, 10
2021/1/26, 78, 48, 38, 13, 3, 8
2021/1/27, 126, 69, 27, 15, 3, 7
2021/1/28, 136, 59, 26, 11, 3, 3
2021/1/29, 57, 54, 39, 14, 3, 4
2021/1/30, 79, 32, 25, 19, 3, 5
2021/1/31, 62, 52, 10, 32, 3, 10
2021/2/1, 138, 59, 28, 12, 3, 6
2021/2/2, 100, 58, , 11, 3, 4
2021/2/3, 75, 58, , 14, 3, 6
2021/2/4, 131, 36, 25, 19, 2, 6
2021/2/5, 87, 57, 39, 16, 2, 8
2021/2/6, 149, 67, 36, 27, 6, 10
2021/2/7, 161, 30, 33, 5, 3, 5
2021/2/8, 64, 20, 30, 8, 2, 4
2021/2/9, 40, 23, 26, 10, 2, 3
2021/2/10, 55, 18, 23, 12, 2, 3
2021/2/11, 56, 24, 40, 9, 2, 3
2021/2/12, 65, 31, 41, 11, 3, 3
2021/2/13, 84, 33, 34, 10, 4, 4
2021/2/14, 106, 40, 31, 5, 2, 5
2021/2/15, 108, 32, 30, 8, 4, 4
2021/2/16, 81, 32, 33, 5, 3, 4
2021/2/17, 62, 30, 29, 10, 4, 5
2021/2/18, 66, 38, 45, 17, 5, 6
2021/2/19, 99, 39, 42, 14, 4, 6
2021/2/20, 92, 37, 56, 14, 6, 6
2021/2/21, 86, 55, , 18, 5, 8
2021/2/22, 112, 35, 37, 5, 3, 3
2021/2/23, 45, 34, 34, 8, 3, 3
2021/2/24, 46, 43, 33, 14, 3, 4
2021/2/25, 76, 20, 32, 10, 3, 4
2021/2/26, 58, 26, 29, 8, 3, 4
2021/2/27, 57, 19, 27, 14, 3, 3
2021/2/28, 55, 31, 26, 17, 3, 7
2021/3/1, 88, 38, 31, 9, 3, 5
2021/3/2, 76, 43, 33, 15, 3, 4
2021/3/3, 54, 35, 23, 20, 3, 6
2021/3/4, 102, 33, 27, 17, 3, 5
2021/3/5, 93, 32, 30, 11, 3, 4
2021/3/6, 77, 26, 30, 11, 3, 5
2021/3/7, 64, 32, 34, 12, 3, 5
2021/3/8, 80, 32, 24, 19, 3, 5
2021/3/9, 76, 36, 9, 17, 3, 5
2021/3/10, 98, 37, , 19, 3, 6
2021/3/11, 130, 43, , 19, 3, 7
2021/3/12, 131, 58, 43, 19, 3, 5
2021/3/13, 152, 52, 45, 11, 3, 4
2021/3/14, 138, 52, 43, 21, 4, 5
2021/3/15, 120, 57, 36, 18, 3, 6
2021/3/16, 112, 64, 31, 15, 3, 4
2021/3/17, 66, 58, 28, 16, 3, 4
2021/3/18, 65, 40, 22, 24, 3, 4
2021/3/19, 72, 33, 33, 17, 3, 6
2021/3/20, 93, 68, 33, 12, 4, 7
2021/3/21, 134, 51, 35, 21, 5, 6
2021/3/22, 93, 57, 56, 19, 4, 6
2021/3/23, 139, 35, 33, 20, 4, 5
2021/3/24, 70, 54, 63, 28, 5, 7
2021/3/25, 107, 44, 37, 14, 3, 4
2021/3/26, 90, 35, 26, 15, 3, 6
2021/3/27, 87, 73, 52, 17, 4, 9
2021/3/28, 152, 57, 52, 15, 3, 8
2021/3/29, 138, 244, 43, 9, 3, 6
2021/3/30, 140, 99, 30, 14, 3, 4
2021/3/31, 108, 34, 28, 14, 3, 3
2020/10/1, 81, 32, 53, 7, 2, 6
2020/10/2, 70, 23, 28, 10, 2, 5
2020/10/3, 48, 16, 34, 7, 2, 7
2020/10/4, 40, 28, 28, 9, 3, 8
2020/10/5, 46, 24, 30, 9, 3, 10
2020/10/6, 44, 26, 28, 10, 3, 4
2020/10/7, 42, 30, 31, 11, 3, 3
2020/10/8, 50, 28, 30, 13, 2, 4
2020/10/9, 46, 30, 43, 16, 2, 4
2020/10/10, 56, 30, 45, 18, 3, 5
2020/10/11, 63, 29, 47, 14, 2, 6
2020/10/12, 61, 32, 42, 16, 3, 7
2020/10/13, 75, 28, 48, 12, 2, 5
2020/10/14, 43, 28, 40, 9, 2, 4
2020/10/15, 48, 18, 27, 17, 2, 5
2020/10/16, 50, 28, 44, 16, 3, 7
2020/10/17, 75, 26, 44, 17, 3, 7
2020/10/18, 67, 21, 41, 15, 3, 7
2020/10/19, 47, 32, 59, 23, 3, 8
2020/10/20, 56, 51, 20, 38, 3, 6
2020/10/21, 110, 71, 44, 25, 5, 10
2020/10/22, 146, 77, 39, 15, 4, 5
2020/10/23, 82, 33, 37, 16, 3, 6
2020/10/24, 62, 31, 40, 16, 3, 5
2020/10/25, 58, 29, 35, 19, 3, 6
2020/10/26, 59, 23, 40, 16, 3, 7
2020/10/27, 63, 35, 35, 21, 3, 6
2020/10/28, 69, 32, 33, 12, 3, 4
2020/10/29, 55, 29, 36, 15, 3, 4
2020/10/30, 49, 34, 36, 23, 3, 5
2020/10/31, 56, 46, 35, 25, 4, 7
2020/11/1, 93, 64, 49, 17, 3, 8
2020/11/2, 134, 53, 34, 11, 3, 6
2020/11/3, 77, 29, 30, 12, 3, 3
2020/11/4, 41, 28, 30, 16, 3, 3
2020/11/5, 42, 44, 39, 28, 6, 5
2020/11/6, 84, 71, 59, 41, 7, 10
2020/11/7, 161, 81, 42, 20, 5, 7
2020/11/8, 129, 55, 35, 13, 3, 5
2020/11/9, 59, 39, 39, 26, 4, 6
2020/11/10, 60, 32, 37, 27, 4, 5
2020/11/11, 54, 26, 40, 17, 3, 3
2020/11/12, 49, 24, 40, 23, 3, 3
2020/11/13, 56, 39, 48, 23, 3, 4
2020/11/14, 82, 42, 38, 29, 4, 5
2020/11/15, 99, 35, 32, 18, 3, 5
2020/11/16, 70, 33, 29, 12, 3, 5
2020/11/17, 54, 37, 31, 8, 3, 4
2020/11/18, 50, 42, 21, 22, 5, 12
2020/11/19, 101, 36, 26, 13, 3, 7
2020/11/20, 98, 27, 25, 10, , 4
2020/11/21, 44, 16, 23, 12, 3, 5
2020/11/22, 45, 27, 22, 11, 3, 5
2020/11/23, 68, 17, 19, 17, 3, 4
2020/11/24, 59, 13, 14, 18, 2, 5
2020/11/25, 46, 15, 16, 23, 2, 7
2020/11/26, 52, 28, 25, 13, 3, 5
2020/11/27, 82, 28, 25, 10, 3, 4
2020/11/28, 74, 29, 26, 14, 4, 5
2020/11/29, 83, 51, 31, 14, 4, 7
2020/11/30, 139, 28, 29, 13, 3, 5
2020/12/1, 75, 23, 19, 18, 3, 4
2020/12/2, 49, 48, 25, 14, 4, 7
2020/12/3, 127, 35, 22, 18, 5, 6
2020/12/4, 90, 29, 24, 22, 3, 5
2020/12/5, 77, 31, 25, 30, 3, 5
2020/12/6, 76, 38, 25, 22, 3, 7
2020/12/7, 102, 49, 30, 14, 4, 7
2020/12/8, 124, 27, 24, 25, 5, 5
2020/12/9, 63, 60, 9, 32, 5, 8
2020/12/10, 138, 70, 5, 27, 4, 9
2020/12/11, 166, 107, 30, 30, 6, 13
2020/12/12, 208, 100, 40, 31, 5, 11
2020/12/13, 197, 21, 22, 9, 3, 5
2020/12/14, 58, 26, 22, 14, 3, 6
2020/12/15, 69, 44, 23, 18, 5, 7
2020/12/16, 116, 37, 26, 21, 4, 5
2020/12/17, 94, 44, 24, 21, 4, 6
2020/12/18, 121, 40, 28, 17, 3, 6
2020/12/19, 99, 23, 24, 16, 3, 5
2020/12/20, 53, 40, 23, 34, 5, 8
2020/12/21, 110, 55, 20, 40, 5, 9
2020/12/22, 151, 49, 18, 32, 3, 7
2020/12/23, 126, 80, 33, 32, 5, 9
2020/12/24, 156, 61, 31, 27, 4, 5
2020/12/25, 95, 32, 20, 23, 2, 4
2020/12/26, 55, 54, 9, 34, 6, 10
2020/12/27, 130, 71, 28, 31, 5, 10
2020/12/28, 154, 25, 20, 27, 3, 7
2020/12/29, 61, 39, 23, 8, 4, 5
2020/12/30, 58, 51, 19, 16, 5, 6
2020/12/31, 86, 47, 18, 25, 6, 7
2021/1/1, 103, 51, 22, 30, 6, 8
2021/1/2, 127, 49, 23, 27, 4, 6
2021/1/3, 112, 37, 23, 24, 3, 5
2020/7/2, 35, 20, 35, 10, 2, 6
2020/7/3, 35, 12, 31, 8, 2, 5
2020/7/4, 38, 25, 26, 15, 3, 6
2020/7/5, 71, 28, 16, 19, 3, 8
2020/7/6, 82, 30, 61, 13, 3, 7
2020/7/7, 81, 23, 24, 18, 3, 6
2020/7/8, 68, 17, 18, 15, 3, 5
2020/7/9, 56, 21, 24, 11, 3, 5
2020/7/10, 67, 25, 20, 13, , 5
2020/7/11, 77, 46, 68, 11, 3, 6
2020/7/12, 107, 32, 23, 17, 3, 8
2020/7/13, 80, 34, 29, 14, 3, 8
2020/7/14, 97, 17, 32, 11, , 5
2020/7/15, 54, 17, 32, 9, 3, 5
2020/7/16, 52, 20, , 13, 3, 5
2020/7/17, 61, 49, 50, 15, 4, 7
2020/7/18, 114, 40, 42, 13, 4, 6
2020/7/19, 88, 24, 17, 16, 4, 8
2020/7/20, 67, 52, 66, 18, 3, 8
2020/7/21, 140, 58, 72, 19, 4, 6
2020/7/22, 124, 36, 56, 12, 4, 3
2020/7/23, 72, 34, 39, 12, 4, 5
2020/7/24, 85, 58, 97, 13, 4, 5
2020/7/25, 144, 38, 68, 11, 3, 3
2020/7/26, 98, 40, 38, 13, 3, 3
2020/7/27, 95, 43, 40, 15, 4, 3
2020/7/28, 104, 24, 39, 9, 4, 2
2020/7/29, 49, 23, 26, 5, 3, 1
2020/7/30, 41, 27, 19, 6, 3, 1
2020/7/31, 42, 29, 39, 5, 4, 1
2020/8/1, 42, 30, 40, 6, 4, 1
2020/8/2, 47, 25, 20, 5, 3, 1
2020/8/3, 39, 29, 18, 3, 3, 1
2020/8/4, 33, 18, 21, 8, 4, 2
2020/8/5, 37, 32, 50, 12, 4, 3
2020/8/6, 68, 46, 62, 14, 4, 3
2020/8/7, 91, 38, 47, 13, 5, 2
2020/8/8, 70, 37, 58, 9, 4, 2
2020/8/9, 76, 37, 43, 14, 4, 3
2020/8/10, 73, 31, 43, 10, 4, 2
2020/8/11, 60, 33, 45, 10, 4, 2
2020/8/12, 57, 35, 63, 10, 4, 2
2020/8/13, 66, 42, 69, 12, 4, 3
2020/8/14, 84, 26, 44, 8, 4, 1
2020/8/15, 54, 33, 55, 6, 4, 1
2020/8/16, 61, 38, 35, 7, 4, 1
2020/8/17, 75, 42, 34, 6, 4, 1
2020/8/18, 86, 36, 39, 7, 3, 1
2020/8/19, 75, 33, 39, 7, 2, 1
2020/8/20, 70, 32, 28, 7, 2, 1
2020/8/21, 73, 30, 18, 8, 2, 1
2020/8/22, 68, 29, 20, 8, 2, 1
2020/8/23, 70, 22, 22, 8, 2, 1
2020/8/24, 54, 21, 25, 7, 2, 1
2020/8/25, 42, 29, 23, 10, 2, 3
2020/8/26, 62, 40, 62, 13, 2, 5
2020/8/27, 95, 20, 28, 14, , 3
2020/8/28, 57, 23, 22, 14, , 3
2020/8/29, 67, 33, 25, 10, 2, 3
2020/8/30, 87, 17, 19, 6, 3, 2
2020/8/31, 46, 22, 23, 6, 2, 2
2020/9/1, 52, 28, 24, 8, 2, 3
2020/9/2, 50, 51, 83, 13, 5, 6
2020/9/3, 112, 50, 75, 16, 5, 4
2020/9/4, 115, 32, 53, 13, 2, 2
2020/9/5, 68, 35, 46, 11, 4, 5
2020/9/6, 65, 70, 106, 20, 6, 5
2020/9/7, 138, 60, 74, 24, 3, 5
2020/9/8, 119, 41, 49, 15, 2, 3
2020/9/9, 77, 36, 40, 13, 2, 3
2020/9/10, 85, 21, 40, 13, 3, 5
2020/9/11, 61, 25, 42, 14, 3, 6
2020/9/12, 69, 23, 48, 15, 2, 6
2020/9/13, 58, 19, 38, 16, 2, 6
2020/9/14, 54, 23, 25, 23, 3, 7
2020/9/15, 69, 40, 27, 24, 3, 11
2020/9/16, 113, 25, 33, 16, 2, 7
2020/9/17, 76, 29, 28, 21, 2, 8
2020/9/18, 80, 60, 23, 30, 3, 11
2020/9/19, 157, 30, 43, 22, 2, 8
2020/9/20, 71, 28, 32, 17, 2, 8
2020/9/21, 59, 24, 41, 16, 2, 9
2020/9/22, 49, 26, 22, 23, 2, 8
2020/9/23, 51, 30, 31, 22, 2, 6
2020/9/24, 70, 28, 33, 17, 2, 5
2020/9/25, 53, 26, 30, 16, 2, 6
2020/9/26, 46, 22, 33, 12, 2, 6
2020/9/27, 37, 25, 33, 12, 2, 7
2020/9/28, 43, 21, 31, 11, , 7
2020/9/29, 42, 27, 36, 12, 2, 3
2020/9/30, 54, 37, 52, 11, 2, 5
2020/4/1, 86, 38, 41, 12, 2, 3
2020/4/2, 39, 39, 41, 14, 2, 4
2020/4/3, 66, 56, 59, 24, 4, 5
2020/4/4, 116, 35, 41, 8, 2, 3
2020/4/5, 28, 31, 34, 12, 2, 3
2020/4/6, 39, 37, 34, 24, 3, 4
2020/4/7, 65, 42, 45, 27, 3, 4
2020/4/8, 73, 45, 39, 19, 3, 4
2020/4/9, 85, 40, 39, 11, , 3
2020/4/10, 62, 26, 35, 10, 2, 4
2020/4/11, 58, 49, 45, 13, 3, 7
2020/4/12, 125, 61, 53, 20, 4, 6
2020/4/13, 132, 60, 71, 19, 3, 5
2020/4/14, 147, 62, 50, 24, 3, 6
2020/4/15, 141, 54, 64, 16, 3, 5
2020/4/16, 108, 70, 37, 35, 4, 9
2020/4/17, 128, 54, 46, 20, 4, 7
2020/4/18, 113, 33, 39, 12, 2, 6
2020/4/19, 93, 49, 57, 17, 3, 8
2020/4/20, 137, 31, 33, 12, , 4
2020/4/21, 77, 39, 37, 17, 3, 4
2020/4/22, 75, 42, 44, 12, 3, 4
2020/4/23, 78, 55, 68, 20, 4, 5
2020/4/24, 109, 56, 61, 21, 4, 5
2020/4/25, 117, 54, 45, 10, 3, 5
2020/4/26, 89, 28, 40, 11, 2, 4
2020/4/27, 61, 29, 43, 16, 2, 4
2020/4/28, 72, 39, 65, 10, 2, 4
2020/4/29, 66, 54, 97, 14, 3, 5
2020/4/30, 94, 53, , 18, 3, 6
2020/5/1, 113, 38, , 9, 3, 5
2020/5/2, 96, 55, , 17, 3, 7
2020/5/3, 144, 22, , 17, 3, 6
2020/5/4, 124, 32, , 9, 2, 5
2020/5/5, 85, 24, , 11, 2, 5
2020/5/6, 65, 33, , 7, 2, 4
2020/5/7, 69, 27, , 6, , 5
2020/5/8, 49, 36, , 17, 3, 9
2020/5/9, 110, 47, , 18, 3, 9
2020/5/10, 144, 65, , 16, 3, 9
2020/5/11, 163, 49, , 13, 4, 6
2020/5/12, 72, 59, , 11, 2, 4
2020/5/13, 66, 64, , 8, 2, 5
2020/5/14, 61, 39, , 18, 2, 7
2020/5/15, 86, 25, , 26, 2, 8
2020/5/16, 137, 47, , 13, 3, 7
2020/5/17, 145, 60, , 12, 3, 7
2020/5/18, 101, 53, , 14, 3, 6
2020/5/19, 87, 55, , 12, 3, 5
2020/5/20, 115, 45, , 8, 2, 6
2020/5/21, 65, 33, , 7, 2, 5
2020/5/22, 61, 31, , 7, 3, 
2020/5/23, 68, 42, , 9, 3, 6
2020/5/24, 95, 44, , 10, 2, 6
2020/5/25, 121, 17, , 12, 2, 5
2020/5/26, 52, 43, , 20, 2, 6
2020/5/27, 103, 56, , 19, 4, 8
2020/5/28, 138, 54, , 20, 3, 7
2020/5/29, 143, 13, , 7, , 4
2020/5/30, 31, 60, , 17, 3, 9
2020/5/31, 127, 47, , 12, 3, 7
2020/6/1, 132, 39, , 13, 3, 6
2020/6/2, 79, 38, , 21, 2, 7
2020/6/3, 77, 46, , 22, 3, 7
2020/6/4, 106, 8, , 11, 2, 5
2020/6/5, 66, 12, , 7, 3, 4
2020/6/6, 33, 29, , 7, 3, 4
2020/6/7, 61, 47, , 7, 3, 5
